Sample name	Shannon diversity
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	3.9936854507548123
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	4.901255701707659
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	3.9940686194191892
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	3.9959733611578616
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	3.9767320993417266
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	3.9894202066934077
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	4.0894769180002495
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	3.984691839681918
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	4.014971045535078
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	3.9884843098831784
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	4.293406149973756
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	3.988110265940547
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	3.9275721384224
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	3.893352267515276
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	3.911417527709709
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	3.9600760378735704
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	3.9214523917264854
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	3.864899898220519
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	3.87381023734525
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	3.9430557309335974
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	3.2260553995579015
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	3.878495876757435
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	3.4350674119706754
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	3.8494196905271916
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	3.470694312328408
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	3.3186644410549953
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	3.4194100532739977
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	3.262172331582621
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	3.214865054811599
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	3.0771061618745725
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	3.1175497294182413
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	3.163456662228545
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	3.366032042434898
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	3.0626864758318924
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	3.0743357532727273
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	3.1242002679520042
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	3.66610338780604
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	3.5818921301609836
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	3.6869134926571197
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	3.5558014011406374
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	3.5137957965423996
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	3.6238482260245988
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	2.1808223787397107
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	2.389298104469452
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	2.2665215135781502
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	2.1300052593773153
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	2.608219117276306
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	3.0318781993168553
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	2.084218040181835
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	2.0858368644502443
