Sample name	Simpson's evenness
strain_sample_41-kraken2_refseqV205-0.35	0.027602870160571117
strain_sample_41-kraken2_refseqV205-0.15	0.0024171561597371456
strain_sample_41-kraken2_refseqV205-0.20	0.003957165627533174
strain_sample_41-kraken2_refseqV205-0.40	0.0336494464891239
strain_sample_41-kraken2_refseqV205-0.05	0.0006524351560274824
strain_sample_41-kraken2_refseqV205-0.55	0.04281972877729402
strain_sample_41-kraken2_refseqV205-0.10	0.0015248005183163868
strain_sample_41-kraken2_refseqV205-0.25	0.007739818038077073
strain_sample_41-kraken2_refseqV205-0.45	0.03829899694102223
strain_sample_41-kraken2_refseqV205-0.30	0.020611526601402242
strain_sample_41-kraken2_refseqV205-0.50	0.0409558693952975
strain_sample_41-kraken2_refseqV205-0.00	0.00018227803997567803
strain_sample_41-kraken2_refseqV205-0.95	0.09112149394160955
strain_sample_41-kraken2_refseqV205-0.85	0.07369435268343832
strain_sample_41-kraken2_refseqV205-0.80	0.06345494831612689
strain_sample_41-kraken2_refseqV205-0.75	0.05691183906873724
strain_sample_41-kraken2_refseqV205-0.60	0.04283393490397841
strain_sample_41-kraken2_refseqV205-0.70	0.047614062333385734
strain_sample_41-kraken2_refseqV205-0.65	0.04478675653412941
strain_sample_41-kraken2_refseqV205-1.00	0.09847645743059447
strain_sample_41-kraken2_refseqV205-0.90	0.08018676132063816
strain_sample_38-kraken2_refseqV205-0.10	0.0018056538323446482
strain_sample_38-kraken2_refseqV205-0.05	0.0008385371160354187
strain_sample_38-kraken2_refseqV205-0.00	0.00023631421874169704
strain_sample_38-kraken2_refseqV205-0.40	0.042247080011032355
strain_sample_38-kraken2_refseqV205-0.35	0.03638281230268901
strain_sample_38-kraken2_refseqV205-0.30	0.027304822607809462
strain_sample_38-kraken2_refseqV205-0.45	0.0471042237505969
strain_sample_38-kraken2_refseqV205-0.65	0.07247897457144255
strain_sample_38-kraken2_refseqV205-0.55	0.06131312550245659
strain_sample_38-kraken2_refseqV205-0.25	0.009060512089852991
strain_sample_38-kraken2_refseqV205-0.50	0.0544757530652665
strain_sample_38-kraken2_refseqV205-0.60	0.07008734749890073
strain_sample_38-kraken2_refseqV205-0.20	0.0046585422223177795
strain_sample_38-kraken2_refseqV205-0.15	0.002890762796733344
strain_sample_38-kraken2_refseqV205-0.70	0.07953400966654901
strain_sample_38-kraken2_refseqV205-0.75	0.09099918528915327
strain_sample_38-kraken2_refseqV205-0.85	0.120296403570129
strain_sample_38-kraken2_refseqV205-0.90	0.12913395611591238
strain_sample_38-kraken2_refseqV205-0.95	0.13629623397920876
strain_sample_38-kraken2_refseqV205-1.00	0.18180141312477913
strain_sample_38-kraken2_refseqV205-0.80	0.09570129723488736
strain_sample_33-kraken2_refseqV205-0.25	0.009333086757046964
strain_sample_33-kraken2_refseqV205-0.20	0.004853436783455944
strain_sample_33-kraken2_refseqV205-0.15	0.002939529086540958
strain_sample_33-kraken2_refseqV205-0.10	0.0018598171514827033
strain_sample_33-kraken2_refseqV205-0.05	0.0008766417356608784
strain_sample_33-kraken2_refseqV205-0.00	0.00023527826146209666
strain_sample_33-kraken2_refseqV205-0.85	0.10032894030439868
strain_sample_33-kraken2_refseqV205-0.45	0.04159518004916064
strain_sample_33-kraken2_refseqV205-0.80	0.08416736415309174
strain_sample_33-kraken2_refseqV205-0.55	0.05218596006169832
strain_sample_33-kraken2_refseqV205-0.50	0.044477621550117474
strain_sample_33-kraken2_refseqV205-0.75	0.07137875692638034
strain_sample_33-kraken2_refseqV205-0.70	0.060129294168579775
strain_sample_33-kraken2_refseqV205-0.40	0.035705778245728584
strain_sample_33-kraken2_refseqV205-0.65	0.056498241079046475
