Sample name	Simpson's diversity
mouse_sample_13-kraken2_refseqV208_nt-0.15	0.8795971431978227
mouse_sample_13-kraken2_refseqV208_nt-0.25	0.8724127034581525
mouse_sample_13-kraken2_refseqV208_nt-0.45	0.8621496710486645
mouse_sample_13-kraken2_refseqV208_nt-0.05	0.8948698111165762
mouse_sample_13-kraken2_refseqV208_nt-0.35	0.8668181928759523
mouse_sample_13-kraken2_refseqV208_nt-0.20	0.875574131348529
mouse_sample_13-kraken2_refseqV208_nt-0.40	0.8644489880648947
mouse_sample_13-kraken2_refseqV208_nt-0.10	0.8841890778445071
mouse_sample_13-kraken2_refseqV208_nt-0.50	0.8603354021663223
mouse_sample_13-kraken2_refseqV208_nt-0.30	0.8692770434221344
mouse_sample_13-kraken2_refseqV208_nt-0.55	0.8582577891820911
mouse_sample_13-kraken2_refseqV208_nt-0.00	0.9409722883744962
mouse_sample_13-kraken2_refseqV208_nt-1.00	0.8233485931715895
mouse_sample_13-kraken2_refseqV208_nt-0.95	0.8335509234765213
mouse_sample_13-kraken2_refseqV208_nt-0.75	0.8501544374332684
mouse_sample_13-kraken2_refseqV208_nt-0.70	0.8519717691228658
mouse_sample_13-kraken2_refseqV208_nt-0.65	0.8539318440290646
mouse_sample_13-kraken2_refseqV208_nt-0.85	0.8445478087357461
mouse_sample_13-kraken2_refseqV208_nt-0.80	0.8474482123485714
mouse_sample_13-kraken2_refseqV208_nt-0.60	0.8562297105251782
mouse_sample_13-kraken2_refseqV208_nt-0.90	0.8400539251773096
mouse_sample_61-kraken2_refseqV208_nt-0.10	0.9064669480186
mouse_sample_61-kraken2_refseqV208_nt-0.05	0.9197077139587212
mouse_sample_61-kraken2_refseqV208_nt-0.00	0.9536309031352762
mouse_sample_61-kraken2_refseqV208_nt-0.40	0.8895270329535953
mouse_sample_61-kraken2_refseqV208_nt-0.20	0.8976411008760158
mouse_sample_61-kraken2_refseqV208_nt-0.15	0.9010696769563968
mouse_sample_61-kraken2_refseqV208_nt-0.25	0.8953749652291287
mouse_sample_61-kraken2_refseqV208_nt-0.30	0.8931426655786884
mouse_sample_61-kraken2_refseqV208_nt-0.55	0.8856053135959203
mouse_sample_61-kraken2_refseqV208_nt-0.70	0.8833546332369756
mouse_sample_61-kraken2_refseqV208_nt-0.60	0.8844909843606565
mouse_sample_61-kraken2_refseqV208_nt-0.35	0.8911530423418537
mouse_sample_61-kraken2_refseqV208_nt-0.45	0.8879941330938521
mouse_sample_61-kraken2_refseqV208_nt-0.50	0.8867583568724196
mouse_sample_61-kraken2_refseqV208_nt-0.65	0.8838248005167365
mouse_sample_61-kraken2_refseqV208_nt-1.00	0.8920459108818406
mouse_sample_61-kraken2_refseqV208_nt-0.85	0.8823089435582296
strain_sample_86-kraken2_refseqV208_nt-0.20	0.7214515580755716
mouse_sample_61-kraken2_refseqV208_nt-0.90	0.8824154547610014
mouse_sample_61-kraken2_refseqV208_nt-0.95	0.8850298649362488
mouse_sample_61-kraken2_refseqV208_nt-0.80	0.8835849757625325
mouse_sample_61-kraken2_refseqV208_nt-0.75	0.8835974549030534
strain_sample_86-kraken2_refseqV208_nt-0.25	0.7177036601321004
strain_sample_86-kraken2_refseqV208_nt-0.15	0.7261745315569419
strain_sample_86-kraken2_refseqV208_nt-0.10	0.7334912509994989
strain_sample_86-kraken2_refseqV208_nt-0.05	0.744041308485782
strain_sample_86-kraken2_refseqV208_nt-0.00	0.7689718961111494
strain_sample_86-kraken2_refseqV208_nt-0.50	0.7134466819499157
