Sample name	Simpson's diversity
plant_sample_12-kraken2_refseqV208_nt-0.20	0.8199786126677122
plant_sample_12-kraken2_refseqV208_nt-0.25	0.8218364640998812
plant_sample_12-kraken2_refseqV208_nt-0.15	0.8177502144125146
plant_sample_12-kraken2_refseqV208_nt-0.10	0.8165934744099392
plant_sample_12-kraken2_refseqV208_nt-0.05	0.8200577850278585
plant_sample_12-kraken2_refseqV208_nt-0.00	0.8414344119733326
plant_sample_12-kraken2_refseqV208_nt-0.45	0.8289233563632995
plant_sample_12-kraken2_refseqV208_nt-0.40	0.8277763907127345
plant_sample_12-kraken2_refseqV208_nt-0.30	0.8239854667917169
plant_sample_12-kraken2_refseqV208_nt-0.50	0.8295026192223043
plant_sample_12-kraken2_refseqV208_nt-0.35	0.8260003374599604
plant_sample_12-kraken2_refseqV208_nt-0.55	0.8295468989335242
plant_sample_12-kraken2_refseqV208_nt-0.80	0.8225477297570174
plant_sample_12-kraken2_refseqV208_nt-0.70	0.8261992093120378
plant_sample_12-kraken2_refseqV208_nt-0.75	0.8249849658873223
plant_sample_12-kraken2_refseqV208_nt-0.65	0.8276897789097165
plant_sample_12-kraken2_refseqV208_nt-0.60	0.8290465274864436
plant_sample_12-kraken2_refseqV208_nt-0.85	0.8198766996671698
plant_sample_12-kraken2_refseqV208_nt-0.90	0.8176141655011813
plant_sample_12-kraken2_refseqV208_nt-0.95	0.8177375117926222
plant_sample_12-kraken2_refseqV208_nt-1.00	0.8231622667194654
strain_sample_10-kraken2_refseqV208_nt-0.10	0.7533493332650771
strain_sample_10-kraken2_refseqV208_nt-0.05	0.7591463771193988
strain_sample_10-kraken2_refseqV208_nt-0.00	0.7755732887391608
strain_sample_10-kraken2_refseqV208_nt-0.40	0.7087323911584609
strain_sample_10-kraken2_refseqV208_nt-0.35	0.7172089736741283
strain_sample_10-kraken2_refseqV208_nt-0.25	0.7340628389139148
strain_sample_10-kraken2_refseqV208_nt-0.30	0.7250425356937925
strain_sample_10-kraken2_refseqV208_nt-0.20	0.7414889622772389
strain_sample_10-kraken2_refseqV208_nt-0.15	0.7478857214536594
strain_sample_10-kraken2_refseqV208_nt-0.45	0.6994068366663324
strain_sample_10-kraken2_refseqV208_nt-0.50	0.6913060708296407
strain_sample_10-kraken2_refseqV208_nt-0.60	0.6703796196286365
strain_sample_10-kraken2_refseqV208_nt-0.65	0.6591034023601745
strain_sample_10-kraken2_refseqV208_nt-0.55	0.6808675022069802
strain_sample_10-kraken2_refseqV208_nt-0.70	0.6471803986339995
strain_sample_10-kraken2_refseqV208_nt-0.80	0.6278579645456444
strain_sample_10-kraken2_refseqV208_nt-0.85	0.618640095477982
strain_sample_10-kraken2_refseqV208_nt-0.95	0.5888612155460335
strain_sample_10-kraken2_refseqV208_nt-0.90	0.606500232570741
strain_sample_10-kraken2_refseqV208_nt-0.75	0.6377376885712274
strain_sample_10-kraken2_refseqV208_nt-1.00	0.5336901902833459
mouse_sample_1-kraken2_refseqV208_nt-0.15	0.5770620455981568
mouse_sample_1-kraken2_refseqV208_nt-0.20	0.5668420360204232
mouse_sample_1-kraken2_refseqV208_nt-0.10	0.5929506005112286
mouse_sample_1-kraken2_refseqV208_nt-0.25	0.560158621511684
mouse_sample_1-kraken2_refseqV208_nt-0.05	0.6322831166902017
mouse_sample_1-kraken2_refseqV208_nt-0.00	0.763097885496975
mouse_sample_1-kraken2_refseqV208_nt-0.55	0.5318064415051929
mouse_sample_1-kraken2_refseqV208_nt-0.40	0.5433186173807099
mouse_sample_1-kraken2_refseqV208_nt-0.35	0.5480673706780982
mouse_sample_1-kraken2_refseqV208_nt-0.30	0.5535524083019798
mouse_sample_1-kraken2_refseqV208_nt-0.45	0.5390600798814555
mouse_sample_1-kraken2_refseqV208_nt-0.50	0.5356242271007121
mouse_sample_1-kraken2_refseqV208_nt-0.85	0.5126771651001665
mouse_sample_1-kraken2_refseqV208_nt-0.60	0.5281043230042668
mouse_sample_1-kraken2_refseqV208_nt-0.75	0.5181688341980517
mouse_sample_1-kraken2_refseqV208_nt-0.80	0.5153914479285083
mouse_sample_1-kraken2_refseqV208_nt-0.70	0.5212547803981546
mouse_sample_1-kraken2_refseqV208_nt-0.65	0.5245396393581072
mouse_sample_1-kraken2_refseqV208_nt-0.95	0.5051326829806284
mouse_sample_1-kraken2_refseqV208_nt-0.90	0.5098275572038093
mouse_sample_1-kraken2_refseqV208_nt-1.00	0.49746030758172843
