Sample name	Bray-Curtis dissimilarity relative abundance
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.7257953323108743
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.7199393574567194
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.7284797331308843
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.7164144770569628
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.7232509780368422
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.7081100886157957
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.6986876515938386
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.6884683217237575
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.6933695683463408
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.7039603095028141
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.7125412163294432
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.689141639400845
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.7423321577343697
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.7350603960916675
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.7396091852015414
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.7385177430727646
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.7368946025018104
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.733074208171751
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.7309946677265762
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.7407241224370907
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.7406191046104659
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.780054458225816
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.7896828160555459
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.8058489974432154
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.780927688724582
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.779279058758987
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.775359987475964
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.7756253573822954
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.7824607060576371
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.7773182943706494
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.782215782692497
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.7740673400765236
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.7792053048132791
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.7819885536339646
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.7809668516199864
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.7738976118049834
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.7072738886775929
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.7419012120005023
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.7651234292824186
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.7745936821198807
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.7778186355331737
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	0.8858802514831706
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.8850416731287231
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.7718411598964597
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.8862738990496589
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.8852316926443387
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	0.8904648398218576
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	0.8985346367598325
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	0.8889627057974921
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	0.8915251917968976
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	0.8918768217718236
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	0.8893528181266601
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	0.8620019982218317
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	0.8705228341298857
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	0.8821347124129658
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	0.8904837346049044
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	0.8911184359641794
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	0.8775980708700104
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	0.8873961719702608
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	0.8863180387190452
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	0.8400984133312284
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	0.8491400479634327
