Sample name	Chao1 richness
strain_sample_71-kraken2_chocophlan-0.15	248.93333333333334
strain_sample_71-kraken2_chocophlan-0.25	101.5
strain_sample_71-kraken2_chocophlan-0.20	216.1
strain_sample_71-kraken2_chocophlan-0.10	452.1707317073171
strain_sample_71-kraken2_chocophlan-0.05	1017.84375
strain_sample_71-kraken2_chocophlan-0.00	1718.8688524590164
strain_sample_71-kraken2_chocophlan-0.35	55.333333333333336
strain_sample_71-kraken2_chocophlan-0.30	65.0
strain_sample_71-kraken2_chocophlan-0.45	36.0
strain_sample_71-kraken2_chocophlan-0.40	47.0
strain_sample_71-kraken2_chocophlan-0.50	36.333333333333336
strain_sample_71-kraken2_chocophlan-0.55	32.5
strain_sample_71-kraken2_chocophlan-0.65	26.5
strain_sample_71-kraken2_chocophlan-0.85	20.0
strain_sample_71-kraken2_chocophlan-0.80	20.0
strain_sample_71-kraken2_chocophlan-0.75	22.0
strain_sample_71-kraken2_chocophlan-0.60	31.0
strain_sample_71-kraken2_chocophlan-0.70	26.0
strain_sample_71-kraken2_chocophlan-0.95	19.0
strain_sample_71-kraken2_chocophlan-1.00	16.0
strain_sample_71-kraken2_chocophlan-0.90	20.333333333333332
marine_sample_2-kraken2_chocophlan-0.10	1393.675
marine_sample_2-kraken2_chocophlan-0.05	1762.6153846153845
marine_sample_2-kraken2_chocophlan-0.00	1947.3333333333333
marine_sample_2-kraken2_chocophlan-0.30	508.5769230769231
marine_sample_2-kraken2_chocophlan-0.40	385.0
marine_sample_2-kraken2_chocophlan-0.35	432.1666666666667
marine_sample_2-kraken2_chocophlan-0.25	597.8571428571429
marine_sample_2-kraken2_chocophlan-0.20	702.5833333333334
marine_sample_2-kraken2_chocophlan-0.15	984.2058823529412
marine_sample_2-kraken2_chocophlan-0.70	268.0
marine_sample_2-kraken2_chocophlan-0.65	282.0
marine_sample_2-kraken2_chocophlan-0.50	335.75
marine_sample_2-kraken2_chocophlan-0.60	287.4
marine_sample_2-kraken2_chocophlan-0.45	358.1875
marine_sample_2-kraken2_chocophlan-0.55	311.15384615384613
marine_sample_2-kraken2_chocophlan-1.00	153.5
marine_sample_2-kraken2_chocophlan-0.90	181.9090909090909
marine_sample_2-kraken2_chocophlan-0.75	247.125
marine_sample_2-kraken2_chocophlan-0.85	208.0
marine_sample_2-kraken2_chocophlan-0.95	177.33333333333334
marine_sample_2-kraken2_chocophlan-0.80	242.25
strain_sample_95-kraken2_chocophlan-0.25	126.23076923076923
strain_sample_95-kraken2_chocophlan-0.20	212.0
strain_sample_95-kraken2_chocophlan-0.15	262.24
strain_sample_95-kraken2_chocophlan-0.10	413.25
strain_sample_95-kraken2_chocophlan-0.05	1037.6037735849056
strain_sample_95-kraken2_chocophlan-0.00	1757.3589743589744
strain_sample_95-kraken2_chocophlan-0.40	49.5
strain_sample_95-kraken2_chocophlan-0.30	84.0
strain_sample_95-kraken2_chocophlan-0.55	41.333333333333336
strain_sample_95-kraken2_chocophlan-0.50	44.333333333333336
strain_sample_95-kraken2_chocophlan-0.35	61.0
strain_sample_95-kraken2_chocophlan-0.45	48.75
strain_sample_95-kraken2_chocophlan-0.70	26.333333333333332
strain_sample_95-kraken2_chocophlan-0.65	30.25
strain_sample_95-kraken2_chocophlan-0.75	26.333333333333332
strain_sample_95-kraken2_chocophlan-0.80	22.0
strain_sample_95-kraken2_chocophlan-0.60	35.5
strain_sample_95-kraken2_chocophlan-0.85	21.0
strain_sample_95-kraken2_chocophlan-0.90	17.0
strain_sample_95-kraken2_chocophlan-0.95	15.0
strain_sample_95-kraken2_chocophlan-1.00	15.0
strain_sample_46-kraken2_chocophlan-0.10	462.7941176470588
strain_sample_46-kraken2_chocophlan-0.05	1004.8969072164948
strain_sample_46-kraken2_chocophlan-0.00	1710.5877192982457
strain_sample_46-kraken2_chocophlan-0.40	40.2
strain_sample_46-kraken2_chocophlan-0.35	53.0
strain_sample_46-kraken2_chocophlan-0.20	153.14285714285714
strain_sample_46-kraken2_chocophlan-0.25	98.25
strain_sample_46-kraken2_chocophlan-0.15	231.0
strain_sample_46-kraken2_chocophlan-0.30	60.111111111111114
strain_sample_46-kraken2_chocophlan-0.60	26.0
strain_sample_46-kraken2_chocophlan-0.50	32.5
strain_sample_46-kraken2_chocophlan-0.45	35.333333333333336
strain_sample_46-kraken2_chocophlan-0.65	23.0
strain_sample_46-kraken2_chocophlan-0.55	26.0
strain_sample_46-kraken2_chocophlan-0.70	22.0
strain_sample_46-kraken2_chocophlan-0.80	18.0
strain_sample_46-kraken2_chocophlan-1.00	14.0
strain_sample_46-kraken2_chocophlan-0.90	14.0
strain_sample_46-kraken2_chocophlan-0.75	20.0
strain_sample_46-kraken2_chocophlan-0.95	14.0
strain_sample_46-kraken2_chocophlan-0.85	14.0
strain_sample_34-kraken2_chocophlan-0.15	270.8
strain_sample_34-kraken2_chocophlan-0.25	121.0
strain_sample_34-kraken2_chocophlan-0.20	254.2
strain_sample_34-kraken2_chocophlan-0.10	424.55555555555554
strain_sample_34-kraken2_chocophlan-0.05	954.55
strain_sample_34-kraken2_chocophlan-0.00	1702.5620437956204
strain_sample_34-kraken2_chocophlan-0.55	51.166666666666664
strain_sample_34-kraken2_chocophlan-0.35	63.333333333333336
strain_sample_34-kraken2_chocophlan-0.45	54.75
strain_sample_34-kraken2_chocophlan-0.30	78.2
strain_sample_34-kraken2_chocophlan-0.50	53.6
strain_sample_34-kraken2_chocophlan-0.40	57.75
strain_sample_34-kraken2_chocophlan-0.65	42.0
strain_sample_34-kraken2_chocophlan-0.60	50.0
strain_sample_34-kraken2_chocophlan-0.80	34.5
strain_sample_34-kraken2_chocophlan-0.70	39.333333333333336
strain_sample_34-kraken2_chocophlan-0.75	43.0
strain_sample_34-kraken2_chocophlan-0.85	31.333333333333332
strain_sample_34-kraken2_chocophlan-1.00	17.0
strain_sample_34-kraken2_chocophlan-0.90	27.0
strain_sample_34-kraken2_chocophlan-0.95	20.0
plant_sample_8-kraken2_chocophlan-0.10	872.9230769230769
plant_sample_8-kraken2_chocophlan-0.05	1517.918918918919
plant_sample_8-kraken2_chocophlan-0.00	1906.0
plant_sample_8-kraken2_chocophlan-0.30	190.27272727272728
plant_sample_8-kraken2_chocophlan-0.40	137.66666666666666
plant_sample_8-kraken2_chocophlan-0.35	160.0
plant_sample_8-kraken2_chocophlan-0.20	364.0526315789474
plant_sample_8-kraken2_chocophlan-0.15	557.0
plant_sample_8-kraken2_chocophlan-0.25	233.4
plant_sample_8-kraken2_chocophlan-0.65	83.5
plant_sample_8-kraken2_chocophlan-0.70	76.0
plant_sample_8-kraken2_chocophlan-0.55	99.33333333333333
plant_sample_8-kraken2_chocophlan-0.45	134.0
plant_sample_8-kraken2_chocophlan-0.50	110.0
plant_sample_8-kraken2_chocophlan-0.60	88.0
plant_sample_8-kraken2_chocophlan-1.00	40.0
plant_sample_8-kraken2_chocophlan-0.90	54.0
plant_sample_8-kraken2_chocophlan-0.95	49.0
plant_sample_8-kraken2_chocophlan-0.80	63.0
plant_sample_8-kraken2_chocophlan-0.85	55.0
plant_sample_8-kraken2_chocophlan-0.75	79.5
mouse_sample_11-kraken2_chocophlan-0.20	217.0
mouse_sample_11-kraken2_chocophlan-0.15	317.06666666666666
mouse_sample_11-kraken2_chocophlan-0.10	568.6578947368421
mouse_sample_11-kraken2_chocophlan-0.25	187.33333333333334
mouse_sample_11-kraken2_chocophlan-0.05	1375.6544117647059
mouse_sample_11-kraken2_chocophlan-0.00	1977.5
mouse_sample_11-kraken2_chocophlan-0.40	154.2
mouse_sample_11-kraken2_chocophlan-0.35	165.2
mouse_sample_11-kraken2_chocophlan-0.45	143.0
mouse_sample_11-kraken2_chocophlan-0.30	166.11111111111111
mouse_sample_11-kraken2_chocophlan-0.55	122.5
mouse_sample_11-kraken2_chocophlan-0.50	139.0
mouse_sample_11-kraken2_chocophlan-0.80	109.0
mouse_sample_11-kraken2_chocophlan-0.65	119.0
mouse_sample_11-kraken2_chocophlan-0.60	118.75
mouse_sample_11-kraken2_chocophlan-0.85	100.5
mouse_sample_11-kraken2_chocophlan-0.70	111.75
mouse_sample_11-kraken2_chocophlan-0.75	105.2
mouse_sample_11-kraken2_chocophlan-0.95	90.0
mouse_sample_11-kraken2_chocophlan-0.90	94.0
strain_sample_89-kraken2_chocophlan-0.10	424.22727272727275
mouse_sample_11-kraken2_chocophlan-1.00	80.75
strain_sample_89-kraken2_chocophlan-0.05	934.1219512195122
strain_sample_89-kraken2_chocophlan-0.00	1721.288
strain_sample_89-kraken2_chocophlan-0.40	46.75
strain_sample_89-kraken2_chocophlan-0.30	69.0
strain_sample_89-kraken2_chocophlan-0.25	113.0
strain_sample_89-kraken2_chocophlan-0.20	216.15384615384616
strain_sample_89-kraken2_chocophlan-0.15	264.38461538461536
strain_sample_89-kraken2_chocophlan-0.35	60.0
strain_sample_89-kraken2_chocophlan-0.45	42.0
strain_sample_89-kraken2_chocophlan-0.55	36.5
strain_sample_89-kraken2_chocophlan-0.50	38.5
strain_sample_89-kraken2_chocophlan-0.65	32.25
strain_sample_89-kraken2_chocophlan-0.60	34.25
strain_sample_89-kraken2_chocophlan-0.70	33.0
strain_sample_89-kraken2_chocophlan-0.90	19.0
strain_sample_89-kraken2_chocophlan-0.75	28.5
strain_sample_89-kraken2_chocophlan-0.95	17.0
strain_sample_89-kraken2_chocophlan-0.80	22.0
strain_sample_89-kraken2_chocophlan-1.00	15.0
strain_sample_89-kraken2_chocophlan-0.85	19.0
mouse_sample_63-kraken2_chocophlan-0.25	187.8
mouse_sample_63-kraken2_chocophlan-0.20	243.07692307692307
mouse_sample_63-kraken2_chocophlan-0.15	367.5769230769231
mouse_sample_63-kraken2_chocophlan-0.10	696.0
mouse_sample_63-kraken2_chocophlan-0.05	1608.695238095238
mouse_sample_63-kraken2_chocophlan-0.00	1907.0
mouse_sample_63-kraken2_chocophlan-0.30	165.0
mouse_sample_63-kraken2_chocophlan-0.35	146.42857142857142
mouse_sample_63-kraken2_chocophlan-0.55	109.0
mouse_sample_63-kraken2_chocophlan-0.45	122.6
mouse_sample_63-kraken2_chocophlan-0.40	136.0
mouse_sample_63-kraken2_chocophlan-0.50	128.0
mouse_sample_63-kraken2_chocophlan-0.70	86.5
mouse_sample_63-kraken2_chocophlan-0.65	90.0
mouse_sample_63-kraken2_chocophlan-0.80	78.33333333333333
mouse_sample_63-kraken2_chocophlan-0.60	96.25
mouse_sample_63-kraken2_chocophlan-0.75	90.0
mouse_sample_63-kraken2_chocophlan-0.85	76.33333333333333
mouse_sample_63-kraken2_chocophlan-1.00	56.5
strain_sample_28-kraken2_chocophlan-0.10	451.1081081081081
mouse_sample_63-kraken2_chocophlan-0.95	69.0
strain_sample_28-kraken2_chocophlan-0.05	1080.7669902912621
mouse_sample_63-kraken2_chocophlan-0.90	71.0
strain_sample_28-kraken2_chocophlan-0.00	1691.9363636363637
strain_sample_28-kraken2_chocophlan-0.40	37.5
strain_sample_28-kraken2_chocophlan-0.20	157.05555555555554
strain_sample_28-kraken2_chocophlan-0.30	48.0
strain_sample_28-kraken2_chocophlan-0.25	115.0
strain_sample_28-kraken2_chocophlan-0.15	238.0
strain_sample_28-kraken2_chocophlan-0.35	49.0
strain_sample_28-kraken2_chocophlan-0.55	23.0
strain_sample_28-kraken2_chocophlan-0.50	26.0
strain_sample_28-kraken2_chocophlan-0.45	28.0
strain_sample_28-kraken2_chocophlan-0.65	20.0
strain_sample_28-kraken2_chocophlan-0.70	20.0
strain_sample_28-kraken2_chocophlan-0.60	21.0
strain_sample_28-kraken2_chocophlan-1.00	15.0
strain_sample_28-kraken2_chocophlan-0.90	18.0
strain_sample_28-kraken2_chocophlan-0.95	17.0
strain_sample_28-kraken2_chocophlan-0.75	20.0
strain_sample_28-kraken2_chocophlan-0.85	18.0
strain_sample_28-kraken2_chocophlan-0.80	19.0
mouse_sample_26-kraken2_chocophlan-0.20	237.1578947368421
mouse_sample_26-kraken2_chocophlan-0.25	211.9090909090909
mouse_sample_26-kraken2_chocophlan-0.15	380.93333333333334
mouse_sample_26-kraken2_chocophlan-0.10	825.3181818181818
mouse_sample_26-kraken2_chocophlan-0.00	1902.3157894736842
mouse_sample_26-kraken2_chocophlan-0.05	1623.858695652174
mouse_sample_26-kraken2_chocophlan-0.40	189.66666666666666
mouse_sample_26-kraken2_chocophlan-0.35	180.14285714285714
mouse_sample_26-kraken2_chocophlan-0.45	172.25
mouse_sample_26-kraken2_chocophlan-0.50	161.0
mouse_sample_26-kraken2_chocophlan-0.30	177.27272727272728
mouse_sample_26-kraken2_chocophlan-0.55	142.25
mouse_sample_26-kraken2_chocophlan-0.60	131.14285714285714
mouse_sample_26-kraken2_chocophlan-0.75	153.0
mouse_sample_26-kraken2_chocophlan-0.70	141.0
mouse_sample_26-kraken2_chocophlan-0.65	135.6
mouse_sample_26-kraken2_chocophlan-0.85	142.5
mouse_sample_26-kraken2_chocophlan-0.80	141.0
mouse_sample_26-kraken2_chocophlan-1.00	73.33333333333333
mouse_sample_26-kraken2_chocophlan-0.90	115.0
mouse_sample_54-kraken2_chocophlan-0.10	484.04651162790697
mouse_sample_54-kraken2_chocophlan-0.05	1150.781954887218
mouse_sample_26-kraken2_chocophlan-0.95	89.0
mouse_sample_54-kraken2_chocophlan-0.00	1862.0833333333333
mouse_sample_54-kraken2_chocophlan-0.30	195.33333333333334
mouse_sample_54-kraken2_chocophlan-0.25	206.5
mouse_sample_54-kraken2_chocophlan-0.40	178.11111111111111
mouse_sample_54-kraken2_chocophlan-0.20	233.57142857142858
mouse_sample_54-kraken2_chocophlan-0.15	304.0
mouse_sample_54-kraken2_chocophlan-0.35	194.0
mouse_sample_54-kraken2_chocophlan-0.65	137.6
mouse_sample_54-kraken2_chocophlan-0.55	144.0
mouse_sample_54-kraken2_chocophlan-0.50	152.5
mouse_sample_54-kraken2_chocophlan-0.45	155.33333333333334
mouse_sample_54-kraken2_chocophlan-0.60	141.75
mouse_sample_54-kraken2_chocophlan-0.70	141.42857142857142
mouse_sample_54-kraken2_chocophlan-0.85	105.0
mouse_sample_54-kraken2_chocophlan-0.90	89.33333333333333
mouse_sample_54-kraken2_chocophlan-0.80	121.16666666666667
mouse_sample_54-kraken2_chocophlan-0.95	88.0
mouse_sample_54-kraken2_chocophlan-0.75	135.0
mouse_sample_54-kraken2_chocophlan-1.00	74.33333333333333
strain_sample_48-kraken2_chocophlan-0.25	142.25
strain_sample_48-kraken2_chocophlan-0.15	277.75
strain_sample_48-kraken2_chocophlan-0.10	501.0
strain_sample_48-kraken2_chocophlan-0.20	211.4736842105263
strain_sample_48-kraken2_chocophlan-0.05	985.1363636363636
strain_sample_48-kraken2_chocophlan-0.00	1684.24
strain_sample_48-kraken2_chocophlan-0.30	73.0
strain_sample_48-kraken2_chocophlan-0.35	64.5
strain_sample_48-kraken2_chocophlan-0.40	74.5
strain_sample_48-kraken2_chocophlan-0.45	49.0
strain_sample_48-kraken2_chocophlan-0.50	46.2
strain_sample_48-kraken2_chocophlan-0.55	43.0
strain_sample_48-kraken2_chocophlan-0.75	26.0
strain_sample_48-kraken2_chocophlan-0.60	37.0
strain_sample_48-kraken2_chocophlan-0.65	31.5
strain_sample_48-kraken2_chocophlan-0.85	24.0
strain_sample_48-kraken2_chocophlan-0.80	25.0
strain_sample_48-kraken2_chocophlan-0.70	28.0
strain_sample_48-kraken2_chocophlan-0.95	20.0
strain_sample_48-kraken2_chocophlan-0.90	22.0
strain_sample_48-kraken2_chocophlan-1.00	18.0
mouse_sample_34-kraken2_chocophlan-0.10	603.96875
mouse_sample_34-kraken2_chocophlan-0.05	1370.408
mouse_sample_34-kraken2_chocophlan-0.00	1922.0
mouse_sample_34-kraken2_chocophlan-0.30	243.5
mouse_sample_34-kraken2_chocophlan-0.35	216.66666666666666
mouse_sample_34-kraken2_chocophlan-0.25	245.25
mouse_sample_34-kraken2_chocophlan-0.20	301.5
mouse_sample_34-kraken2_chocophlan-0.40	225.0
mouse_sample_34-kraken2_chocophlan-0.15	349.77777777777777
mouse_sample_34-kraken2_chocophlan-0.65	153.0
mouse_sample_34-kraken2_chocophlan-0.70	155.5
mouse_sample_34-kraken2_chocophlan-0.50	207.0
mouse_sample_34-kraken2_chocophlan-0.45	185.66666666666666
mouse_sample_34-kraken2_chocophlan-0.55	240.5
mouse_sample_34-kraken2_chocophlan-0.60	170.0
mouse_sample_34-kraken2_chocophlan-0.95	117.2
mouse_sample_34-kraken2_chocophlan-1.00	108.0
mouse_sample_34-kraken2_chocophlan-0.80	130.0
mouse_sample_34-kraken2_chocophlan-0.75	145.25
mouse_sample_34-kraken2_chocophlan-0.90	134.33333333333334
mouse_sample_34-kraken2_chocophlan-0.85	137.0
plant_sample_6-kraken2_chocophlan-0.25	221.25
plant_sample_6-kraken2_chocophlan-0.20	284.75
plant_sample_6-kraken2_chocophlan-0.15	522.0227272727273
plant_sample_6-kraken2_chocophlan-0.10	953.1369863013699
plant_sample_6-kraken2_chocophlan-0.05	1516.0851063829787
plant_sample_6-kraken2_chocophlan-0.00	1918.5555555555557
plant_sample_6-kraken2_chocophlan-0.50	108.6
plant_sample_6-kraken2_chocophlan-0.40	147.75
plant_sample_6-kraken2_chocophlan-0.55	101.66666666666667
plant_sample_6-kraken2_chocophlan-0.30	190.0
plant_sample_6-kraken2_chocophlan-0.35	161.0
plant_sample_6-kraken2_chocophlan-0.45	123.14285714285714
plant_sample_6-kraken2_chocophlan-0.85	60.0
plant_sample_6-kraken2_chocophlan-0.80	64.5
plant_sample_6-kraken2_chocophlan-0.75	70.5
plant_sample_6-kraken2_chocophlan-0.70	76.25
plant_sample_6-kraken2_chocophlan-0.60	94.0
plant_sample_6-kraken2_chocophlan-0.65	87.66666666666667
plant_sample_6-kraken2_chocophlan-1.00	37.0
plant_sample_6-kraken2_chocophlan-0.90	52.0
plant_sample_6-kraken2_chocophlan-0.95	46.0
strain_sample_63-kraken2_chocophlan-0.10	410.2162162162162
strain_sample_63-kraken2_chocophlan-0.05	991.1979166666667
strain_sample_63-kraken2_chocophlan-0.00	1677.1390728476822
strain_sample_63-kraken2_chocophlan-0.25	113.0
strain_sample_63-kraken2_chocophlan-0.40	54.25
strain_sample_63-kraken2_chocophlan-0.20	192.80769230769232
strain_sample_63-kraken2_chocophlan-0.15	244.125
strain_sample_63-kraken2_chocophlan-0.30	75.5
strain_sample_63-kraken2_chocophlan-0.35	63.0
strain_sample_63-kraken2_chocophlan-0.70	30.5
strain_sample_63-kraken2_chocophlan-0.50	44.5
strain_sample_63-kraken2_chocophlan-0.60	37.0
strain_sample_63-kraken2_chocophlan-0.55	39.2
strain_sample_63-kraken2_chocophlan-0.65	33.333333333333336
strain_sample_63-kraken2_chocophlan-0.45	46.5
strain_sample_63-kraken2_chocophlan-0.85	21.0
strain_sample_63-kraken2_chocophlan-0.90	18.0
strain_sample_63-kraken2_chocophlan-0.95	15.0
strain_sample_63-kraken2_chocophlan-0.75	26.0
strain_sample_63-kraken2_chocophlan-0.80	21.0
strain_sample_63-kraken2_chocophlan-1.00	14.0
plant_sample_12-kraken2_chocophlan-0.25	170.875
plant_sample_12-kraken2_chocophlan-0.20	303.6
plant_sample_12-kraken2_chocophlan-0.15	505.5526315789474
plant_sample_12-kraken2_chocophlan-0.10	861.1081081081081
