Sample name	Simpson's evenness
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.009472140811667742
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.014541748360407445
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.019111003832460543
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.005244707287607328
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.03519148393887395
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.038400846741326815
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.033352051851757276
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.030504927050691442
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.02691563380099403
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.023601933270888133
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.0022982476891403687
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.0012966089998426614
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.10253942121784654
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.058527171863747424
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.04485857297470529
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.0525624961642155
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.048790582624512156
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.06968312129128432
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.04118961238981313
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.042249682992855545
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.08250246670282599
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.00358619199030543
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.0018609293216797162
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.0006867559314234902
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.010515317943274725
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.00815321682455121
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.015939262741454113
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.0046623837146983725
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.018626228086214763
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.009283462103146558
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.01212021477150934
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.025663240259783535
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.013632453118925886
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.005883659138235041
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.021539569745984567
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.006830748600976239
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.10966619615255842
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.0748354679500493
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.052673936559627266
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.03762304671630542
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.02976533583299858
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	0.004020872725225002
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.04290450844433717
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.0028516600884395562
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.002208195278617261
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.003527862865442271
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	0.0010413009085109618
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	0.00035522013172684905
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	0.004805912519067374
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	0.006458004985205156
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	0.005932132485660538
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	0.008357068162009668
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	0.020687856591391305
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	0.016480967678680528
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	0.011437324032968214
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	0.00530832207971743
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	0.007173672311208302
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	0.013300665214268283
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	0.004406752165158445
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	0.009667074570401502
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	0.03911768205484942
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	0.026224455279026705
strain_sample_28-kraken2_GTDBr202RefSeqV205-1.00	0.06852686828196691
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.20	0.01140365467047319
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.35	0.01838746203320584
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.30	0.01700001431526941
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.25	0.014092303802833647
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.40	0.019762722212872078
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.15	0.008396972111601626
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.10	0.005525643801160662
