Sample name	Proportion classified
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.20	0.7794373862263548
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.15	0.8272773731991879
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.10	0.8673132279522862
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.25	0.7332444976293621
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.05	0.9031434950242292
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.00	0.9411271804205528
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.50	0.40609826738079735
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.45	0.46470587174910444
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.35	0.605037616845665
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.55	0.33760416701092316
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.40	0.5354812285315385
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.30	0.6717645171340594
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.65	0.21341967937426334
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.70	0.16030182707818014
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.60	0.2728116627994769
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.85	0.050758330732006
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.75	0.1205248031428641
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.80	0.07977915406938228
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.95	0.018022917117955648
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.90	0.03172322438003034
strain_sample_81-kraken2_GTDBr202RefSeqV205-1.00	0.0094763175059465
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.10	0.9261348207658897
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.05	0.9541543936599981
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.00	0.9761941113912387
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.15	0.8905007116227508
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.30	0.7380586606765428
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.40	0.5969323957635342
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.35	0.6696200275632658
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.25	0.7999028929106565
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.20	0.8451869251360243
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.55	0.38398588085161506
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.65	0.2459408350037546
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.45	0.5218022095995362
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.70	0.18597067041309884
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.60	0.31241546145628474
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.50	0.45868267666329704
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.90	0.037636210274867764
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.95	0.02146777470734505
strain_sample_14-kraken2_GTDBr202RefSeqV205-1.00	0.01129587472193666
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.80	0.09375109418290666
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.85	0.05997347061969561
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.75	0.14058309936916458
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.25	0.7567821775611451
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.10	0.8965363312744646
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.20	0.8054035957446295
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.15	0.8556337412482002
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.05	0.9299379384944131
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.00	0.959609856039978
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.40	0.549787189270408
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.35	0.6224164554336528
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.30	0.6920226274573172
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.45	0.4762964903564391
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.50	0.41568272479734897
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.55	0.34507363811986136
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.85	0.052026389856956456
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.60	0.2785811834193942
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.65	0.21794236534347575
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.70	0.16394849371365727
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.80	0.08164066551061311
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.75	0.12350263729743939
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.90	0.03303507472945694
mouse_sample_0-kraken2_GTDBr202RefSeqV205-1.00	0.01048741766736046
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.95	0.019228937194455765
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.05	0.9557056127060258
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.10	0.9285306342489502
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.00	0.9772690577458615
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.35	0.6778833693434414
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.30	0.7452772437564607
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.40	0.6059055725366651
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.25	0.806015587275453
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.20	0.8501055949064289
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.15	0.8940430130869131
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.65	0.25329766097660855
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.50	0.4679581697444134
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.45	0.5310539075226749
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.70	0.19210094776840558
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.60	0.32069439174387343
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.55	0.39291565516648336
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.75	0.14566121293429363
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.95	0.022540769195151533
strain_sample_58-kraken2_GTDBr202RefSeqV205-1.00	0.01191054620107892
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.90	0.03940731551409265
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.85	0.06253168298196167
strain_sample_58-kraken2_GTDBr202RefSeqV205-0.80	0.09738424098248964
strain_sample_2-kraken2_GTDBr202RefSeqV205-0.25	0.7979977391405729
