Sample name	Weighted unifrac distance raw
ani97_cLOW_stTrue_r9-MetaPhlAn-default	38.39183232312588
ABRF_MGRG_10ng-MetaPhlAn-default	39554762.146789
ani99_cLOW_stFalse_r6-MetaPhlAn-default	10.79750626589448
ani99_cLOW_stTrue_r9-MetaPhlAn-default	136.22240302036997
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	56.46722337320962
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	54.223095803205524
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	22.6788412768207
RM1_S001__insert_5000-MetaPhlAn-default	17.08762378917061
ani99_cLOW_stFalse_r0-MetaPhlAn-default	61.13258449069015
ani99_cLOW_stTrue_r8-MetaPhlAn-default	114.19056679496788
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	13.425286682792755
ABRF_MGRG_Normal-MetaPhlAn-default	36219708.88396112
ani95_cLOW_stTrue_r7-MetaPhlAn-default	100.53735245187858
ani99_cLOW_stFalse_r2-MetaPhlAn-default	34.31557344047422
NA12878_NegControl_SL126486_0-MetaPhlAn-default	37.0
RM2_S001__insert_270-MetaPhlAn-default	17.201717784993647
ani99_cLOW_stFalse_r4-MetaPhlAn-default	14.364641226553296
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	24.07463257293901
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	4.6473147499857745
ani95_cLOW_stTrue_r3-MetaPhlAn-default	41.89497153236376
ani95_cLOW_stTrue_r0-MetaPhlAn-default	92.43228335950053
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	22.119598029366024
ani99_cLOW_stFalse_r3-MetaPhlAn-default	11.227830582382579
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	9.40321323197319
ani95_cLOW_stTrue_r1-MetaPhlAn-default	260.98281373176445
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	81.76217495095446
ani99_cLOW_stFalse_r5-MetaPhlAn-default	9.827861917163556
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	26.427932828728412
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	34.31180547571609
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	72.46379503834551
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	41.849922067769434
ani95_cLOW_stTrue_r2-MetaPhlAn-default	192.16614657177564
ani95_cLOW_stTrue_r6-MetaPhlAn-default	133.5490404246895
ani97_cLOW_stTrue_r8-MetaPhlAn-default	53.6677848867836
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	8.123831095030235
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	5.994505784653648
RH_S001__insert_270-MetaPhlAn-default	16.997476411360548
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	12.54236036474937
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	55.50218187376355
ani99_cLOW_stFalse_r7-MetaPhlAn-default	32.75151255750434
NegControl_LM-MetaPhlAn-default	0
ani100_cLOW_stTrue_r3-MetaPhlAn-default	54.572584832506095
UnAmbiguouslyMapped_ds.cityparks-MetaPhlAn-default	87.72003028009084
ani100_cLOW_stTrue_r6-MetaPhlAn-default	23.183293297354286
ani95_cLOW_stFalse_r6-MetaPhlAn-default	26.692462935940462
UnAmbiguouslyMapped_ds.hous2-MetaPhlAn-default	46.70551426455188
UnAmbiguouslyMapped_ds.gut-MetaPhlAn-default	6224366.011100939
UnAmbiguouslyMapped_ds.hous1-MetaPhlAn-default	204.7363623117134
ani100_cLOW_stFalse_r8-MetaPhlAn-default	4.7344514954358825
Carma_eval_carma-MetaPhlAn-default	66.30255157437568
