Sample name	Number of taxa
ani99_cLOW_stFalse_r5-MetaPhlAn-default	89.0
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	155.0
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	333.0
ani95_cLOW_stTrue_r0-MetaPhlAn-default	84.0
ani95_cLOW_stTrue_r1-MetaPhlAn-default	64.0
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	435.0
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	234.0
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	237.0
ani99_cLOW_stFalse_r4-MetaPhlAn-default	127.0
ABRF_MGRG_Normal-MetaPhlAn-default	7.0
ani99_cLOW_stFalse_r6-MetaPhlAn-default	102.0
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	231.0
ani97_cLOW_stTrue_r9-MetaPhlAn-default	109.0
RH_S001__insert_270-MetaPhlAn-default	312.0
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	301.0
ani95_cLOW_stTrue_r3-MetaPhlAn-default	74.0
ani95_cLOW_stTrue_r2-MetaPhlAn-default	91.0
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	313.0
NA12878_NegControl_SL126486_0-MetaPhlAn-default	2.0
ani97_cLOW_stTrue_r8-MetaPhlAn-default	130.0
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	285.0
ani99_cLOW_stFalse_r7-MetaPhlAn-default	77.0
ani99_cLOW_stFalse_r3-MetaPhlAn-default	108.0
RM1_S001__insert_5000-MetaPhlAn-default	77.0
ABRF_MGRG_10ng-MetaPhlAn-default	7.0
RM2_S001__insert_270-MetaPhlAn-default	78.0
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	365.0
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	290.0
ani99_cLOW_stTrue_r8-MetaPhlAn-default	99.0
ani95_cLOW_stTrue_r6-MetaPhlAn-default	63.0
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	368.0
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	342.0
ani95_cLOW_stTrue_r7-MetaPhlAn-default	83.0
ani99_cLOW_stTrue_r9-MetaPhlAn-default	118.0
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	325.0
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	277.0
ani99_cLOW_stFalse_r2-MetaPhlAn-default	83.0
ani99_cLOW_stFalse_r0-MetaPhlAn-default	51.0
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	238.0
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	322.0
ani100_cLOW_stFalse_r9-MetaPhlAn-default	97.0
Carma_eval_carma-MetaPhlAn-default	3.0
ani95_cLOW_stTrue_r5-MetaPhlAn-default	109.0
ani95_cLOW_stTrue_r4-MetaPhlAn-default	121.0
ani100_cLOW_stFalse_r8-MetaPhlAn-default	55.0
ani97_cHIGH_stFalse_r9-MetaPhlAn-default	383.0
ani100_cHIGH_stFalse_r7-MetaPhlAn-default	242.0
ani99_cLOW_stFalse_r1-MetaPhlAn-default	89.0
ani97_cLOW_stFalse_r3-MetaPhlAn-default	105.0
Huttenhower_LC8-MetaPhlAn-default	15.0
ani97_cHIGH_stTrue_r9-MetaPhlAn-default	387.0
UnAmbiguouslyMapped_ds.hous1-MetaPhlAn-default	18.0
ani100_cLOW_stTrue_r5-MetaPhlAn-default	92.0
ani95_cLOW_stFalse_r0-MetaPhlAn-default	81.0
ani95_cLOW_stFalse_r1-MetaPhlAn-default	68.0
RL_S001__insert_270-MetaPhlAn-default	23.0
ani100_cLOW_stTrue_r4-MetaPhlAn-default	88.0
ani97_cHIGH_stTrue_r8-MetaPhlAn-default	377.0
NA12878_NegControl_SL126487_0-MetaPhlAn-default	5.0
ani97_cLOW_stFalse_r2-MetaPhlAn-default	98.0
ani97_cLOW_stFalse_r0-MetaPhlAn-default	85.0
UnAmbiguouslyMapped_ds.cityparks-MetaPhlAn-default	41.0
ani100_cLOW_stTrue_r6-MetaPhlAn-default	56.0
UnAmbiguouslyMapped_ds.hous2-MetaPhlAn-default	17.0
ani95_cLOW_stFalse_r3-MetaPhlAn-default	73.0
UnAmbiguouslyMapped_ds.buccal-MetaPhlAn-default	8.0
ani95_cLOW_stFalse_r2-MetaPhlAn-default	71.0
ani100_cLOW_stTrue_r7-MetaPhlAn-default	64.0
BioPool-MetaPhlAn-default	9.0
ani97_cLOW_stFalse_r1-MetaPhlAn-default	60.0
ani97_cLOW_stFalse_r5-MetaPhlAn-default	110.0
UnAmbiguouslyMapped_ds.gut-MetaPhlAn-default	15.0
NegControl_LM-MetaPhlAn-default	0
HMP_even_illum_SRR172902-MetaPhlAn-default	28.0
ani100_cLOW_stTrue_r3-MetaPhlAn-default	90.0
ani95_cLOW_stFalse_r6-MetaPhlAn-default	60.0
ani95_cLOW_stFalse_r7-MetaPhlAn-default	43.0
ani100_cLOW_stTrue_r2-MetaPhlAn-default	62.0
ani97_cLOW_stFalse_r4-MetaPhlAn-default	64.0
ani97_cLOW_stFalse_r6-MetaPhlAn-default	96.0
JGI_SRR033549-MetaPhlAn-default	6.0
ani100_cLOW_stTrue_r0-MetaPhlAn-default	101.0
ani95_cLOW_stFalse_r5-MetaPhlAn-default	83.0
ani99_cHIGH_stFalse_r9-MetaPhlAn-default	314.0
ani99_cHIGH_stFalse_r8-MetaPhlAn-default	301.0
ani95_cLOW_stFalse_r4-MetaPhlAn-default	79.0
ani100_cLOW_stTrue_r1-MetaPhlAn-default	81.0
JGI_SRR033548-MetaPhlAn-default	4.0
ani97_cLOW_stFalse_r7-MetaPhlAn-default	85.0
Huttenhower_LC1-MetaPhlAn-default	20.0
ani97_cHIGH_stTrue_r0-MetaPhlAn-default	376.0
ani95_cLOW_stFalse_r9-MetaPhlAn-default	103.0
RH_S005__insert_270-MetaPhlAn-default	312.0
