Sample name	F1 score taxa
ani99_cLOW_stFalse_r5-MetaPhlAn-default	0.6455026455026455
ani95_cLOW_stTrue_r1-MetaPhlAn-default	0.5714285714285714
ABRF_MGRG_Normal-MetaPhlAn-default	0.6666666666666666
ani95_cLOW_stTrue_r0-MetaPhlAn-default	0.5575221238938053
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	0.46222222222222215
NA12878_NegControl_SL126486_0-MetaPhlAn-default	0
ani95_cLOW_stTrue_r3-MetaPhlAn-default	0.5683060109289617
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	0.4891640866873065
ani97_cLOW_stTrue_r9-MetaPhlAn-default	0.6180555555555556
RM1_S001__insert_5000-MetaPhlAn-default	0.6040268456375839
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	0.8714733542319749
ABRF_MGRG_10ng-MetaPhlAn-default	0.6666666666666666
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	0.4262295081967213
RH_S001__insert_270-MetaPhlAn-default	0.5153153153153153
ani95_cLOW_stTrue_r2-MetaPhlAn-default	0.5433070866141733
ani95_cLOW_stTrue_r6-MetaPhlAn-default	0.5868263473053892
ani99_cLOW_stFalse_r3-MetaPhlAn-default	0.6519823788546256
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	0.4137931034482759
ani97_cLOW_stTrue_r8-MetaPhlAn-default	0.5444444444444445
ani99_cLOW_stFalse_r6-MetaPhlAn-default	0.7069767441860464
ani99_cLOW_stFalse_r0-MetaPhlAn-default	0.6481481481481481
RM2_S001__insert_270-MetaPhlAn-default	0.6133333333333332
ani99_cLOW_stTrue_r8-MetaPhlAn-default	0.5529010238907851
ani99_cLOW_stFalse_r4-MetaPhlAn-default	0.6415094339622641
ani99_cLOW_stTrue_r9-MetaPhlAn-default	0.5616045845272206
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	0.4166666666666667
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	0.44801512287334594
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	0.45660377358490556
ani95_cLOW_stTrue_r7-MetaPhlAn-default	0.5829596412556053
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	0.5110565110565111
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	0.4476110645431684
