Sample name	Simpson's diversity
ABRF_MGRG_10ng-MetaPhlAn-default	0.6666851475923493
ani99_cLOW_stFalse_r0-MetaPhlAn-default	0.9342971913182572
ani99_cLOW_stFalse_r2-MetaPhlAn-default	0.9245026178583284
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	0.9606671187282422
ani99_cLOW_stTrue_r9-MetaPhlAn-default	0.9588362661429741
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	0.9453777336227479
ani95_cLOW_stTrue_r3-MetaPhlAn-default	0.9370211807391143
ani97_cLOW_stTrue_r9-MetaPhlAn-default	0.9695062803523443
ani99_cLOW_stTrue_r8-MetaPhlAn-default	0.9227255643477135
ani95_cLOW_stTrue_r7-MetaPhlAn-default	0.901235286989956
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	0.9688257441653272
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	0.9860486649013294
ani99_cLOW_stFalse_r6-MetaPhlAn-default	0.929720156164031
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	0.9062013527093824
ani95_cLOW_stTrue_r6-MetaPhlAn-default	0.89528942060838
RM2_S001__insert_270-MetaPhlAn-default	0.8884576064069584
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	0.9781889264945549
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	0.9694386273169725
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	0.9873449809686317
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	0.8494291755469017
ABRF_MGRG_Normal-MetaPhlAn-default	0.14535154329829036
ani97_cLOW_stTrue_r8-MetaPhlAn-default	0.970541710963338
ani99_cLOW_stFalse_r5-MetaPhlAn-default	0.9321990914520123
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	0.9493482878368387
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	0.9675603978365527
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	0.9482866415603706
ani95_cLOW_stTrue_r0-MetaPhlAn-default	0.952811703487841
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	0.9685298926474321
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	0.9388666764474739
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	0.9817974563946295
NA12878_NegControl_SL126486_0-MetaPhlAn-default	0.3327034508258695
ani99_cLOW_stFalse_r4-MetaPhlAn-default	0.9462118188625394
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	0.9711769643763698
RH_S001__insert_270-MetaPhlAn-default	0.9912950020810096
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	0.975252507731823
ani95_cLOW_stTrue_r1-MetaPhlAn-default	0.9369118210126385
ani95_cLOW_stTrue_r2-MetaPhlAn-default	0.8127719811478392
RM1_S001__insert_5000-MetaPhlAn-default	0.8866777645339702
