Sample name	F1 score reads
ani99_cLOW_stFalse_r5-MetaPhlAn-default	0.7080556991866208
ani95_cLOW_stTrue_r1-MetaPhlAn-default	0.2969165614225213
ABRF_MGRG_Normal-MetaPhlAn-default	0.30696473772266303
ani95_cLOW_stTrue_r0-MetaPhlAn-default	0.5318420636841275
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	0.3925806623963675
NA12878_NegControl_SL126486_0-MetaPhlAn-default	0
ani95_cLOW_stTrue_r3-MetaPhlAn-default	0.4983527138150611
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	0.593269585613152
ani97_cLOW_stTrue_r9-MetaPhlAn-default	0.6351350955597862
RM1_S001__insert_5000-MetaPhlAn-default	0.15204068415005054
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	0.442187122846042
ABRF_MGRG_10ng-MetaPhlAn-default	0.43780549514045924
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	0.4075924678895658
RH_S001__insert_270-MetaPhlAn-default	0.10157431350523094
ani95_cLOW_stTrue_r2-MetaPhlAn-default	0.7123508757543847
ani95_cLOW_stTrue_r6-MetaPhlAn-default	0.5717948574175716
ani99_cLOW_stFalse_r3-MetaPhlAn-default	0.6189064095260514
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	0.4058008830396565
ani97_cLOW_stTrue_r8-MetaPhlAn-default	0.5596284442811422
ani99_cLOW_stFalse_r6-MetaPhlAn-default	0.5537686745509464
ani99_cLOW_stFalse_r0-MetaPhlAn-default	0.26222479619268246
RM2_S001__insert_270-MetaPhlAn-default	0.15214321942496734
ani99_cLOW_stTrue_r8-MetaPhlAn-default	0.6248909550533748
ani99_cLOW_stFalse_r4-MetaPhlAn-default	0.5043449745274399
ani99_cLOW_stTrue_r9-MetaPhlAn-default	0.5962916841250074
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	0.4145651800697438
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	0.5712341314655887
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	0.4264928708699421
ani95_cLOW_stTrue_r7-MetaPhlAn-default	0.4264342226579052
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	0.6483892562415589
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	0.29051474231384056
ani99_cLOW_stFalse_r7-MetaPhlAn-default	0.4464170356912142
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	0.27090975409415397
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	0.5068924742446282
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	0.3675556130795952
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	0.6229387165887318
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	0.541401953367983
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	0.5378617398570553
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	0.49182176706146014
ani99_cLOW_stFalse_r2-MetaPhlAn-default	0.5311117151597873
NegControl_LM-MetaPhlAn-default	0
ani97_cLOW_stFalse_r0-MetaPhlAn-default	0.5572591638544326
ani100_cLOW_stFalse_r9-MetaPhlAn-default	0.48129479185465074
ani95_cLOW_stTrue_r4-MetaPhlAn-default	0.5941769746200899
ani99_cLOW_stFalse_r1-MetaPhlAn-default	0.526177315631218
Huttenhower_LC8-MetaPhlAn-default	0.3597930371025194
Carma_eval_carma-MetaPhlAn-default	0.12000480019200768
NA12878_NegControl_SL126487_0-MetaPhlAn-default	0
