Sample name	Number of taxa
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.00	9027.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.05	6856.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.10	2398.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.15	1748.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.20	1359.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.25	1214.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.30	1096.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.35	953.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.40	863.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.45	793.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.50	728.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.55	652.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.60	604.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.65	567.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.70	505.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.75	464.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.80	434.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.85	392.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.90	363.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.95	313.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-1.00	270.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.00	26481.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.05	15744.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.10	8061.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.15	3709.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.20	1807.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.25	1093.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.30	743.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.35	627.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.40	538.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.45	468.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.50	416.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.55	371.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.60	336.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.65	299.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.70	274.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.75	249.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.80	219.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.85	197.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.90	187.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.95	170.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-1.00	148.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.00	18564.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.05	8262.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.10	5575.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.15	4535.0
