Sample name	McIntosh's evenness
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.35	0.23517653056321702
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.10	0.2419305188550648
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.45	0.23339232895952286
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.15	0.3950468329105239
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.25	0.2412225235853562
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.20	0.38961286607299
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.55	0.23855556886112492
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.85	nan
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.70	0.30677448552193476
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.50	0.23517969832949753
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.30	0.3691349690330795
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.90	nan
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.60	0.24566299015962023
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.65	0.2517207588950721
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.15	0.2424462354158248
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.40	0.23377013135435512
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.85	nan
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.30	0.23788634542266418
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.60	0.30092859170738373
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.35	0.3538016325824291
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.50	0.31780989937524806
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.00	0.3981286693218859
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.55	0.30977484584661213
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.40	0.3389325726333287
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.10	0.3974778492913976
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.75	0.4241939573852548
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.05	0.3983865263151149
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.90	nan
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.80	0.48320422467779184
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.00	0.23187938203715877
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.05	0.2368910440144498
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.75	0.3343112153785679
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.80	0.8664050896301096
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-1.00	nan
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.70	0.3127273749045008
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.95	nan
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.25	0.38204044002818044
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.45	0.3263471737809516
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.65	0.3004009843146813
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.20	0.24252552745573683
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.35	0.2697177238342704
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.20	0.2875632710852838
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.50	0.24996520615741302
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.65	0.9716111959112096
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.45	0.2544859067974222
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.70	0.2750352516186787
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.30	0.27755584418851764
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.65	0.2543076357111712
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.55	0.9800304685246601
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.60	0.9739565502684291
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.80	0.9706288376785432
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.35	0.9885041449518932
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.40	0.26150647810600514
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.05	0.916695807596606
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.50	0.9825271536722059
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.30	0.9895256188241353
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.75	0.2980832010753233
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.60	0.24649082273451453
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.55	0.24603690252415375
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.95	nan
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.10	0.29037519614790425
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.10	0.9692656915024317
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.25	0.9895867991448029
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.75	0.9713695781847307
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.05	0.28989691075393464
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.15	0.2897431148517778
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.80	0.4797380937301893
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.25	0.28398551290597007
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.45	0.9823111776466938
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.15	0.9801382814561819
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.70	0.9767347942029637
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.00	0.28826729768247267
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.40	0.9864662680192455
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.20	0.987381862992771
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.00	0.8781432279321887
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-1.00	nan
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.65	0.22605369276623144
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.80	0.43895764056875775
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-1.00	nan
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.95	nan
RH_S001__insert_270-kraken2_refseqV205_500GB-0.60	0.14460728008005927
RH_S001__insert_270-kraken2_refseqV205_500GB-0.45	0.11594880174276051
RH_S001__insert_270-kraken2_refseqV205_500GB-0.30	0.09016815918804273
RH_S001__insert_270-kraken2_refseqV205_500GB-0.20	0.07752362666167752
RH_S001__insert_270-kraken2_refseqV205_500GB-0.40	0.10713637495806623
RH_S001__insert_270-kraken2_refseqV205_500GB-0.35	0.09851281141321658
RH_S001__insert_270-kraken2_refseqV205_500GB-0.55	0.1331613621020518
RH_S001__insert_270-kraken2_refseqV205_500GB-0.70	0.1990996926456777
RH_S001__insert_270-kraken2_refseqV205_500GB-0.15	0.07267521125090402
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.85	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.90	nan
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.15	0.12526236051206543
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.85	nan
RH_S001__insert_270-kraken2_refseqV205_500GB-0.25	0.08273383176803727
RH_S001__insert_270-kraken2_refseqV205_500GB-0.65	0.16095876311494606
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.50	0.17583294534453353
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-1.00	nan
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.35	0.13756138444229063
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.30	0.13031444425750435
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.40	0.1491504790281905
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.70	0.26426167521027877
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.55	0.19138950160244353
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.45	0.16287787112457952
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.90	nan
RH_S001__insert_270-kraken2_refseqV205_500GB-0.50	0.1235335080502669
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.25	0.12680703436898635
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.60	0.20846120785674718
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.10	0.1251617726291059
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.95	nan
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.05	0.12498298381480737
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.00	0.12355469220566524
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.20	0.12561887599296248
RH_S001__insert_270-kraken2_refseqV205_500GB-0.00	0.06514383107121872
RH_S001__insert_270-kraken2_refseqV205_500GB-0.05	0.0680646095313487
