Sample name	McIntosh's evenness
NegControl_MH2-kraken2_refseqV208_nt-0.30	0
NegControl_MH2-kraken2_refseqV208_nt-0.20	0
NegControl_MH2-kraken2_refseqV208_nt-0.35	0
NegControl_MH2-kraken2_refseqV208_nt-0.25	0
NegControl_MH2-kraken2_refseqV208_nt-0.40	0
NegControl_MH2-kraken2_refseqV208_nt-0.45	0
NegControl_MH2-kraken2_refseqV208_nt-0.60	0
NegControl_MH2-kraken2_refseqV208_nt-0.55	0
NegControl_MH2-kraken2_refseqV208_nt-0.50	0
NegControl_MH2-kraken2_refseqV208_nt-0.65	0
NegControl_MH2-kraken2_refseqV208_nt-0.70	0
NegControl_MH2-kraken2_refseqV208_nt-0.75	0
NegControl_MH2-kraken2_refseqV208_nt-0.80	0
NegControl_MH2-kraken2_refseqV208_nt-0.85	0
NegControl_MH2-kraken2_refseqV208_nt-0.90	0
NegControl_MH2-kraken2_refseqV208_nt-0.15	1.0
NegControl_MH2-kraken2_refseqV208_nt-0.10	0.39793290077684373
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.95	0.12366647814412669
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.50	0.12404096792861477
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.60	0.12301199728389897
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.85	0.12107336062023086
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.90	0.12145364075696498
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.25	0.12356963006958263
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.20	0.12275660207525181
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.15	0.12142456501865126
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.35	0.12453567011254002
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.05	0.11478435552147015
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.10	0.11906381244649318
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.55	0.1236621400343123
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.75	0.12174724445180858
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.65	0.12248465798647762
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-1.00	0.14500051206716255
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.80	0.12140518945315908
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.30	0.12414608290152783
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.45	0.12435588421973968
NegControl_MH2-kraken2_refseqV208_nt-0.05	0.04697079900968505
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.70	0.12200151460152794
NegControl_MH2-kraken2_refseqV208_nt-0.00	0.04561553119653723
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.00	0.10721054877558014
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.40	0.12455853798769535
NegControl_MH2-kraken2_refseqV208_nt-0.95	0
NegControl_MH2-kraken2_refseqV208_nt-1.00	0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-1.00	0.9936797666921274
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.85	0.9935844136819176
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.40	0.9934204616368357
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.25	0.34535964578852996
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.20	0.33511521248297266
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.30	0.35732226314069837
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.80	0.9936210419764385
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.65	0.993503722835732
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.30	0.9926147311311807
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.60	0.9936423180542734
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.15	0.9882467637487706
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.70	0.9935721187383366
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.55	0.9937630761658981
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.55	0.40633563239937737
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.95	0.9936602309783944
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.35	0.9930842473103919
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.25	0.9919836684179274
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.20	0.991080300773553
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.35	0.36922830776717147
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.70	0.42445659244670453
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.45	0.3907272026294199
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.75	0.993605248531377
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.90	0.9935414960536665
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.00	0.9349503670218232
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.10	0.9825920650734891
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.60	0.41341124997674883
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.45	0.9936306897982776
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.15	0.3220088616900676
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.50	0.9937675195220601
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.80	0.42743444794791
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.10	0.30537005717974003
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.05	0.9541969777926951
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.05	0.27555032950088015
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.50	0.3983704288777918
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.40	0.3803899815362749
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.00	0.20783771358337896
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.65	0.41972626640190425
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.75	0.4260977958719025
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-1.00	0.13461852288238324
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.85	0.11326946389117817
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.90	0.44035155847767116
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.90	0.11416039628737785
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.95	0.1174136421216518
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.75	0.1132424161187204
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.60	0.11342826353855996
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.80	0.11311139933076515
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.10	0.15598549451540838
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.40	0.11388591626299824
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.50	0.11381083827510652
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.55	0.11364445761548504
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.45	0.11388308279475944
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.35	0.11381304280580652
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.85	0.4343356843151816
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.30	0.15511718646969608
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.25	0.155345889771318
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.30	0.11357958973417694
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.65	0.11322940601653127
RM1_S002__insert_5000-kraken2_refseqV208_nt-1.00	0.40782840489753647
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.05	0.10404437177431225
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.35	0.15531259598529729
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.70	0.1539668292624694
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.40	0.15441754455321596
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.70	0.11338721246010988
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.60	0.15455703853960834
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.95	0.43902999446125884
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.20	0.15534629004447809
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.15	0.15613670236556307
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.45	0.1537701621492007
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.10	0.1085987037256806
