Sample name	Proportion classified
ani99_cLOW_stFalse_r5-MetaPhlAn-default	0.9999978571434693
ani95_cLOW_stTrue_r1-MetaPhlAn-default	0.9999978571431632
ABRF_MGRG_Normal-MetaPhlAn-default	0.5903920647067108
ani95_cLOW_stTrue_r0-MetaPhlAn-default	0.9999968571415102
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	0.999994285712653
NA12878_NegControl_SL126486_0-MetaPhlAn-default	0.00013059966205322018
ani95_cLOW_stTrue_r3-MetaPhlAn-default	0.9999977142876735
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	0.999990785707704
ani97_cLOW_stTrue_r9-MetaPhlAn-default	0.999997
RM1_S001__insert_5000-MetaPhlAn-default	0.9999986330149037
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	0.5413818118330024
ABRF_MGRG_10ng-MetaPhlAn-default	0.28180280463915924
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	0.9999899285699898
RH_S001__insert_270-MetaPhlAn-default	0.9999984332553352
ani95_cLOW_stTrue_r2-MetaPhlAn-default	0.9999970000017143
ani95_cLOW_stTrue_r6-MetaPhlAn-default	0.9999985
ani99_cLOW_stFalse_r3-MetaPhlAn-default	0.9999954999993571
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	0.9999893571519796
ani97_cLOW_stTrue_r8-MetaPhlAn-default	0.9999948571362449
ani99_cLOW_stFalse_r6-MetaPhlAn-default	0.9999966428552245
ani99_cLOW_stFalse_r0-MetaPhlAn-default	0.9999982857142857
RM2_S001__insert_270-MetaPhlAn-default	0.9999993705898567
ani99_cLOW_stTrue_r8-MetaPhlAn-default	0.9999958571398979
ani99_cLOW_stFalse_r4-MetaPhlAn-default	0.9999955714279388
ani99_cLOW_stTrue_r9-MetaPhlAn-default	0.9999968571464489
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	0.9999926428581939
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	0.9999883571395306
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	0.9999901428740408
ani95_cLOW_stTrue_r7-MetaPhlAn-default	0.999996857145102
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	0.9999865713921223
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	0.9999849285649693
ani99_cLOW_stFalse_r7-MetaPhlAn-default	0.9999968571415102
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	0.9999904999986429
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	0.9999916428583367
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	0.9999905714353061
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	0.9999921428627551
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	0.9999910714515305
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	0.999986214273898
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	0.9999885000147857
ani99_cLOW_stFalse_r2-MetaPhlAn-default	0.9999970714277346
NegControl_LM-MetaPhlAn-default	0
ani97_cLOW_stFalse_r0-MetaPhlAn-default	0.9999977857152347
ani100_cLOW_stFalse_r9-MetaPhlAn-default	0.9999957857124796
ani95_cLOW_stTrue_r4-MetaPhlAn-default	0.9999960714336225
ani99_cLOW_stFalse_r1-MetaPhlAn-default	0.999996857144204
Huttenhower_LC8-MetaPhlAn-default	0.999972
Carma_eval_carma-MetaPhlAn-default	0.99992
NA12878_NegControl_SL126487_0-MetaPhlAn-default	0.0002951482680421868
ani100_cLOW_stTrue_r5-MetaPhlAn-default	0.9999964999975
ani95_cLOW_stFalse_r0-MetaPhlAn-default	0.999996428569898
ani100_cLOW_stTrue_r4-MetaPhlAn-default	0.9999967857119898
RL_S001__insert_270-MetaPhlAn-default	0.9999999775507883
ani97_cLOW_stFalse_r3-MetaPhlAn-default	0.9999968571428571
ani97_cHIGH_stFalse_r9-MetaPhlAn-default	0.9999893571535
ani95_cLOW_stFalse_r1-MetaPhlAn-default	0.9999981428576735
ani100_cHIGH_stFalse_r7-MetaPhlAn-default	0.9999929285714285
