Sample name	Faith's phylogenetic diversity
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.80	344.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.40	643.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.30	438.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.10	584.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.80	457.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.70	501.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.95	410.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.20	494.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.55	374.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.00	3359.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.65	361.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.05	902.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.15	1143.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.40	400.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.60	527.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.60	365.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.75	353.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.50	586.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.45	394.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-1.00	393.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.05	3012.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.90	332.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.35	409.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.70	356.5
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.85	340.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.65	514.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.90	418.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.25	824.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.25	458.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.00	9434.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.30	735.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.55	559.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.85	437.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.15	525.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.75	470.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.20	961.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.35	683.0
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.45	607.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.50	390.5
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.10	1546.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.90	1307.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.35	1813.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-1.00	321.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.70	1422.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.45	865.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.00	9079.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.65	1459.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-1.00	1153.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.55	862.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.85	1332.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.10	1165.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.75	1390.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.35	885.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.25	901.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.75	859.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.20	913.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.30	892.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.15	972.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.05	2537.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.55	1594.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.15	2410.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.40	867.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.50	863.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.40	1742.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.60	1515.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.65	861.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.05	4044.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.50	1647.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.30	1909.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.45	1681.0
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.95	327.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.20	2195.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.70	861.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.25	2050.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.60	862.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.10	2798.0
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.95	1223.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.00	11552.0
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.80	858.5
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.80	1361.0
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-1.00	70.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.50	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.20	85.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.45	71.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.15	491.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.85	71.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.35	429.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.05	1756.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.55	418.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.25	455.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.50	419.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.65	71.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.70	398.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.60	410.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-1.00	852.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.00	7617.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.45	423.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.20	465.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.10	109.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.25	84.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.90	852.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.95	852.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.65	406.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.40	425.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.95	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.90	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.70	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.55	71.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.30	432.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.75	71.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.10	585.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.15	95.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.40	72.5
ani100_cHIGH_stFalse_r3-kraken2_refseqV93-0.85	858.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.80	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.30	81.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.60	71.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.00	223.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.35	75.5
UnAmbiguouslyMapped_ds.nycsm-kraken2_refseqV93-0.05	172.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.90	392.5
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.25	1374.0
ZymoMock-kraken2_refseqV93-0.45	357.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.10	1516.0
ZymoMock-kraken2_refseqV93-0.65	236.0
ZymoMock-kraken2_refseqV93-0.70	229.0
ZymoMock-kraken2_refseqV93-0.95	158.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.40	1300.0
ZymoMock-kraken2_refseqV93-0.90	170.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.20	1405.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.00	5298.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.45	1293.0
ZymoMock-kraken2_refseqV93-0.35	460.0
ZymoMock-kraken2_refseqV93-0.85	184.0
ZymoMock-kraken2_refseqV93-0.60	264.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.75	397.5
ZymoMock-kraken2_refseqV93-0.50	314.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.85	392.5
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.30	1338.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-1.00	389.5
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.95	391.5
ZymoMock-kraken2_refseqV93-0.55	289.0
ZymoMock-kraken2_refseqV93-0.00	8558.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.05	2025.0
ZymoMock-kraken2_refseqV93-1.00	155.0
ZymoMock-kraken2_refseqV93-0.80	198.0
ZymoMock-kraken2_refseqV93-0.25	1062.0
ZymoMock-kraken2_refseqV93-0.15	2253.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.55	1249.0
ZymoMock-kraken2_refseqV93-0.30	644.0
ZymoMock-kraken2_refseqV93-0.10	3329.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.50	1267.0
ZymoMock-kraken2_refseqV93-0.05	5381.0
ZymoMock-kraken2_refseqV93-0.20	1540.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.60	1244.0
ZymoMock-kraken2_refseqV93-0.40	401.0
ani100_cLOW_stFalse_r6-kraken2_refseqV93-0.80	395.5
ZymoMock-kraken2_refseqV93-0.75	216.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.15	1445.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.35	1318.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.05	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.25	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.90	0.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.95	1175.5
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-1.00	1163.5
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.60	0.0
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.10	417.5
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.75	1194.5
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.80	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.10	0.0
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.50	360.5
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.90	1183.5
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.15	397.5
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.00	2698.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.75	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.45	0.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.65	1235.0
ani100_cHIGH_stFalse_r9-kraken2_refseqV93-0.85	1187.5
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.05	599.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-1.00	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.20	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.70	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.85	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.15	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.50	0.0
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.35	0.0
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.35	366.5
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.30	374.5
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.20	383.5
UnAmbiguouslyMapped_ds.hous2-kraken2_refseqV93-0.95	0.0
ani100_cLOW_stFalse_r0-kraken2_refseqV93-0.45	360.5
