TAXPATH,RM1_S001__insert_5000,RM2_S001__insert_270,RH_S001__insert_270,RL_S001__insert_270,RH_S003__insert_270,RM2_S002__insert_270,RM1_S002__insert_5000,RH_S002__insert_270,RH_S004__insert_270,RH_S005__insert_270
119043,0.0,0.0,7386.0,0.0,14472.0,0.0,0.0,13773.0,24552.0,48304.0
119045,0.0,0.0,1552258.0,0.0,1354196.0,0.0,0.0,1333225.0,1480294.0,1625288.0
119060,0.0,0.0,24853.0,0.0,15869.0,0.0,0.0,25251.0,12575.0,16767.0
1268,0.0,0.0,752376.0,0.0,622107.0,0.0,0.0,530877.0,818197.0,709900.0
135617,0.0,0.0,20161.0,0.0,27347.0,0.0,0.0,36330.0,31538.0,31038.0
135620,0.0,0.0,143828.0,0.0,85037.0,0.0,0.0,96114.0,115573.0,96808.0
135621,530.0,1597.0,829028.0,1456627.0,809742.0,441659.0,146625.0,917431.0,959913.0,835045.0
137,0.0,0.0,176666.0,0.0,101006.0,0.0,0.0,107792.0,66768.0,65271.0
145360,0.0,0.0,41920.0,0.0,81344.0,0.0,0.0,60982.0,51100.0,43214.0
1491775,0.0,0.0,0.0,40617.0,0.0,0.0,0.0,0.0,0.0,0.0
1499392,0.0,0.0,8484.0,161470.0,37927.0,0.0,0.0,20261.0,46509.0,31138.0
1570339,0.0,0.0,17666.0,0.0,43816.0,0.0,0.0,43117.0,39223.0,28843.0
171551,7688.0,23162.0,139735.0,0.0,150910.0,91804.0,30477.0,166280.0,127549.0,111978.0
171552,265.0,798.0,16468.0,0.0,14172.0,1197.0,397.0,15969.0,26148.0,29142.0
1762,16769.0,50517.0,189342.0,0.0,252017.0,39615.0,13151.0,121466.0,168969.0,115572.0
182102,0.0,0.0,181656.0,0.0,128753.0,0.0,0.0,124660.0,92817.0,103595.0
186333,0.0,0.0,0.0,2813856.0,0.0,0.0,0.0,0.0,0.0,0.0
186803,16138.0,48620.0,359520.0,0.0,567013.0,182410.0,60557.0,296627.0,436544.0,363182.0
186804,75956.0,228826.0,33735.0,161370.0,59286.0,419306.0,139203.0,49604.0,43114.0,67167.0
186806,563.0,1697.0,90229.0,0.0,49604.0,10777.0,3577.0,70065.0,137131.0,78345.0
186807,43414.0,130787.0,134942.0,0.0,194526.0,1297.0,430.0,216382.0,339434.0,249407.0
186814,424825.0,1279818.0,201719.0,0.0,85436.0,5021108.0,1666944.0,134441.0,117769.0,102297.0
186817,1590.0,4792.0,404034.0,0.0,437958.0,205761.0,68310.0,665619.0,389635.0,571373.0
186818,80100.0,241306.0,0.0,0.0,0.0,61867.0,20539.0,0.0,0.0,0.0
186822,2452.0,7387.0,465419.0,0.0,420094.0,15467.0,5134.0,310301.0,509999.0,452405.0
186828,0.0,0.0,91826.0,0.0,45912.0,0.0,0.0,56691.0,62577.0,47805.0
188709,0.0,0.0,97315.0,0.0,254312.0,0.0,0.0,65772.0,159288.0,228149.0
189779,0.0,0.0,8284.0,0.0,39923.0,0.0,0.0,16168.0,42916.0,33833.0
194924,88683.0,267164.0,923551.0,0.0,1067552.0,3330708.0,1105753.0,1341919.0,885463.0,824970.0
200667,0.0,0.0,6188.0,0.0,78849.0,0.0,0.0,100407.0,56290.0,61678.0
2012,0.0,0.0,49207.0,0.0,25052.0,0.0,0.0,45812.0,117470.0,122558.0
203492,0.0,0.0,15270.0,0.0,125459.0,0.0,0.0,201612.0,98407.0,62776.0
203557,0.0,0.0,224177.0,0.0,114181.0,0.0,0.0,133043.0,114376.0,117766.0
204431,0.0,0.0,5489.0,0.0,23954.0,0.0,0.0,12675.0,17665.0,26747.0
2062,275595.0,830249.0,209999.0,0.0,337152.0,145689.0,48366.0,248518.0,329054.0,341723.0
206379,1690.0,5091.0,0.0,0.0,0.0,154870.0,51415.0,0.0,0.0,0.0
2070,84440.0,254386.0,729518.0,0.0,664524.0,89707.0,29781.0,731791.0,586049.0,564084.0
2092,0.0,0.0,114184.0,0.0,86534.0,0.0,0.0,126855.0,58584.0,124553.0
213116,0.0,0.0,25352.0,0.0,45113.0,0.0,0.0,42218.0,34831.0,28344.0
213119,0.0,0.0,349134.0,459662.0,509620.0,0.0,0.0,693761.0,382048.0,414778.0
213121,0.0,0.0,492471.0,0.0,230459.0,0.0,0.0,344937.0,196813.0,128945.0
213422,0.0,0.0,23655.0,0.0,22057.0,0.0,0.0,25650.0,14671.0,17565.0
213423,0.0,0.0,69469.0,0.0,36629.0,0.0,0.0,43915.0,26647.0,26946.0
213465,0.0,0.0,107397.0,0.0,176062.0,0.0,0.0,147516.0,218671.0,363782.0
2146,3015.0,9085.0,0.0,0.0,0.0,159859.0,53071.0,0.0,0.0,0.0
2236,3478.0,10482.0,248029.0,0.0,404024.0,765469.0,254126.0,227359.0,366381.0,427454.0
255475,1707861.0,5145034.0,110290.0,0.0,86433.0,193886.0,64367.0,79845.0,57785.0,53394.0
267892,3280.0,9883.0,0.0,0.0,0.0,1096765.0,364112.0,0.0,0.0,0.0
28256,0.0,0.0,34135.0,0.0,20161.0,0.0,0.0,29044.0,27146.0,20858.0
31957,40133.0,120903.0,0.0,0.0,0.0,1995.0,662.0,0.0,0.0,0.0
31977,276623.0,833345.0,102905.0,6804015.0,207003.0,94399.0,31339.0,244430.0,144516.0,144713.0
31979,224889.0,677494.0,887720.0,70955.0,674605.0,330792.0,109817.0,714521.0,516087.0,493522.0
31989,105947.0,319179.0,716343.0,1729070.0,693066.0,758183.0,251706.0,701245.0,1166412.0,811296.0
32011,76686.0,231023.0,0.0,0.0,0.0,142396.0,47272.0,0.0,0.0,0.0
32033,0.0,0.0,875439.0,188415.0,921229.0,0.0,0.0,941081.0,998140.0,1020281.0
335928,20844.0,62797.0,0.0,0.0,0.0,101982.0,33856.0,0.0,0.0,0.0
335929,0.0,0.0,56792.0,0.0,61182.0,0.0,0.0,52199.0,64972.0,44711.0
33958,0.0,0.0,44415.0,0.0,88329.0,0.0,0.0,71163.0,126651.0,145812.0
41294,306582.0,923597.0,658158.0,0.0,377776.0,234001.0,77684.0,482372.0,273962.0,239227.0
41295,655516.0,1974786.0,0.0,0.0,0.0,709188.0,235439.0,0.0,0.0,0.0
41297,1462289.0,4405236.0,1748984.0,0.0,2080502.0,752495.0,249818.0,1711400.0,1721118.0,1963515.0
433,0.0,0.0,194631.0,0.0,327173.0,0.0,0.0,157396.0,239530.0,222859.0
444,26180.0,78871.0,0.0,0.0,0.0,192290.0,63838.0,0.0,0.0,0.0
45401,0.0,0.0,353131.0,0.0,388253.0,0.0,0.0,428274.0,291426.0,328849.0
