TAXPATH,RM1_S001__insert_5000,RM2_S001__insert_270,RH_S001__insert_270,RL_S001__insert_270,RH_S003__insert_270,RM2_S002__insert_270,RM1_S002__insert_5000,RH_S002__insert_270,RH_S004__insert_270,RH_S005__insert_270
1004.1,0.0,0.0,13075.0,0.0,59885.0,0.0,0.0,29044.0,57986.0,40220.0
1004304.1,0.0,0.0,0.0,97800.0,0.0,0.0,0.0,0.0,0.0,0.0
1004304.2,0.0,0.0,0.0,2085644.0,0.0,0.0,0.0,0.0,0.0,0.0
1004304.3,0.0,0.0,0.0,421939.0,0.0,0.0,0.0,0.0,0.0,0.0
1004304.4,0.0,0.0,0.0,1112130.0,0.0,0.0,0.0,0.0,0.0,0.0
1004304.5,0.0,0.0,0.0,14670.0,0.0,0.0,0.0,0.0,0.0,0.0
1004304.6,0.0,0.0,0.0,1053450.0,0.0,0.0,0.0,0.0,0.0,0.0
10239.1,55676.0,167727.0,0.0,3198772.0,0.0,1891273.0,627879.0,0.0,0.0,0.0
10239.10,11996.0,36141.0,0.0,0.0,0.0,88711.0,29450.0,0.0,0.0,0.0
10239.11,1313158.0,3955968.0,0.0,0.0,0.0,243481.0,80832.0,0.0,0.0,0.0
10239.12,729.0,2196.0,0.0,0.0,0.0,316825.0,105182.0,0.0,0.0,0.0
10239.13,230657.0,694870.0,0.0,0.0,0.0,706994.0,234713.0,0.0,0.0,0.0
10239.14,36819.0,110919.0,0.0,0.0,0.0,45503.0,15106.0,0.0,0.0,0.0
10239.15,108932.0,328166.0,0.0,0.0,0.0,296468.0,98423.0,0.0,0.0,0.0
10239.16,40663.0,122500.0,0.0,0.0,0.0,1259718.0,418210.0,0.0,0.0,0.0
10239.17,154169.0,464444.0,0.0,0.0,0.0,2109908.0,700463.0,0.0,0.0,0.0
10239.18,265.0,798.0,0.0,0.0,0.0,24547.0,8149.0,0.0,0.0,0.0
10239.19,53124.0,160039.0,0.0,0.0,0.0,159759.0,53038.0,0.0,0.0,0.0
10239.2,142901.0,430500.0,0.0,147898.0,0.0,1068425.0,354703.0,0.0,0.0,0.0
10239.3,2385219.0,7185617.0,0.0,541095.0,0.0,726353.0,241140.0,0.0,0.0,0.0
10239.4,1130852.0,3406761.0,0.0,390004.0,0.0,113857.0,37799.0,0.0,0.0,0.0
10239.5,194368.0,585547.0,0.0,16167.0,0.0,18261.0,6062.0,0.0,0.0,0.0
10239.6,24325.0,73280.0,0.0,1703623.0,0.0,952073.0,316076.0,0.0,0.0,0.0
10239.7,96372.0,290327.0,0.0,335914.0,0.0,3194200.0,1060434.0,0.0,0.0,0.0
10239.8,68236.0,205565.0,0.0,0.0,0.0,50692.0,16829.0,0.0,0.0,0.0
10239.9,5799.0,17471.0,0.0,0.0,0.0,326704.0,108461.0,0.0,0.0,0.0
1028.1,0.0,0.0,6188.0,0.0,78849.0,0.0,0.0,100407.0,56290.0,61678.0
103728.1,0.0,0.0,18065.0,0.0,26349.0,0.0,0.0,35432.0,87329.0,51798.0
103729.1,0.0,0.0,27348.0,0.0,20860.0,0.0,0.0,32637.0,64673.0,37426.0
103732.1,22402.0,67490.0,0.0,0.0,0.0,71048.0,23587.0,0.0,0.0,0.0
1037355.1,0.0,0.0,80248.0,0.0,90127.0,0.0,0.0,88829.0,75452.0,61878.0
104662.1,0.0,0.0,13973.0,0.0,17366.0,0.0,0.0,13374.0,15968.0,59482.0
1061.1,36321.0,109422.0,0.0,0.0,0.0,531568.0,176474.0,0.0,0.0,0.0
1061.2,37117.0,111818.0,0.0,0.0,0.0,61069.0,20274.0,0.0,0.0,0.0
106591.1,0.0,0.0,43817.0,0.0,53497.0,0.0,0.0,56890.0,39123.0,28943.0
106591.10,0.0,0.0,22457.0,0.0,11677.0,0.0,0.0,18364.0,19561.0,22655.0
106591.11,0.0,0.0,98514.0,0.0,84738.0,0.0,0.0,108990.0,45411.0,35031.0
106591.2,0.0,0.0,93623.0,0.0,42219.0,0.0,0.0,69366.0,112879.0,84932.0
106591.3,0.0,0.0,43018.0,0.0,98411.0,0.0,0.0,98011.0,62378.0,47706.0
106591.4,0.0,0.0,30143.0,0.0,19362.0,0.0,0.0,18264.0,26248.0,20759.0
106591.5,0.0,0.0,40323.0,0.0,40223.0,0.0,0.0,27347.0,29342.0,42316.0
106591.6,0.0,0.0,15071.0,0.0,16767.0,0.0,0.0,12376.0,8683.0,191223.0
106591.7,0.0,0.0,55894.0,0.0,103102.0,0.0,0.0,29144.0,56589.0,53095.0
106591.8,0.0,0.0,56393.0,0.0,29643.0,0.0,0.0,54495.0,55291.0,48504.0
106591.9,0.0,0.0,2694.0,0.0,69267.0,0.0,0.0,121866.0,35430.0,25549.0
1071583.1,0.0,0.0,79051.0,0.0,88430.0,0.0,0.0,50902.0,134537.0,143018.0
1071583.2,0.0,0.0,10979.0,0.0,33036.0,0.0,0.0,25750.0,48205.0,46209.0
1080.1,0.0,0.0,7386.0,0.0,14472.0,0.0,0.0,13773.0,24552.0,48304.0
1082.1,115627.0,348333.0,0.0,0.0,0.0,198178.0,65792.0,0.0,0.0,0.0
1082.2,50936.0,153450.0,0.0,0.0,0.0,3292.0,1093.0,0.0,0.0,0.0
1082.3,150921.0,454660.0,0.0,0.0,0.0,20955.0,6956.0,0.0,0.0,0.0
1082.4,36056.0,108623.0,0.0,0.0,0.0,9080.0,3014.0,0.0,0.0,0.0
110932.1,0.0,0.0,14273.0,0.0,21159.0,0.0,0.0,12875.0,34133.0,36727.0
110932.2,0.0,0.0,127759.0,0.0,40821.0,0.0,0.0,72560.0,48106.0,33334.0
110932.3,0.0,0.0,121570.0,0.0,69367.0,0.0,0.0,77451.0,82937.0,49602.0
110932.4,0.0,0.0,99312.0,0.0,31040.0,0.0,0.0,53896.0,35730.0,142619.0
110932.5,0.0,0.0,119075.0,0.0,75256.0,0.0,0.0,113781.0,51898.0,34631.0
1120923.1,0.0,0.0,26250.0,0.0,44814.0,0.0,0.0,18564.0,40520.0,58584.0
1120975.1,0.0,0.0,75557.0,0.0,37228.0,0.0,0.0,51401.0,122061.0,67167.0
1120981.1,331.0,998.0,0.0,0.0,0.0,498.0,165.0,0.0,0.0,0.0
1120989.1,0.0,0.0,0.0,40617.0,0.0,0.0,0.0,0.0,0.0,0.0
1120995.1,0.0,0.0,17666.0,0.0,43816.0,0.0,0.0,43117.0,39223.0,28843.0
1120996.1,0.0,0.0,0.0,31336.0,0.0,0.0,0.0,0.0,0.0,0.0
1120997.1,0.0,0.0,22058.0,0.0,67271.0,0.0,0.0,103501.0,44612.0,49901.0
1120997.2,0.0,0.0,31141.0,0.0,28645.0,0.0,0.0,51501.0,40920.0,47007.0
1121001.1,0.0,0.0,0.0,161470.0,0.0,0.0,0.0,0.0,0.0,0.0
1121014.1,0.0,0.0,10080.0,0.0,38426.0,0.0,0.0,42418.0,33334.0,85431.0
1121021.1,0.0,0.0,8184.0,0.0,14771.0,0.0,0.0,17965.0,43415.0,74952.0
1121025.1,0.0,0.0,91826.0,0.0,45912.0,0.0,0.0,56691.0,62577.0,47805.0
1121026.1,0.0,0.0,60785.0,0.0,32537.0,0.0,0.0,37527.0,18164.0,28444.0
1121029.1,0.0,0.0,6188.0,0.0,20560.0,0.0,0.0,14671.0,27645.0,15569.0
1121088.1,1590.0,4792.0,0.0,0.0,0.0,205761.0,68310.0,0.0,0.0,0.0
1121119.1,0.0,0.0,67373.0,0.0,29543.0,0.0,0.0,36330.0,20859.0,48504.0
1121120.1,0.0,0.0,39226.0,0.0,43117.0,0.0,0.0,65574.0,24053.0,39622.0
1121128.1,64193.0,193385.0,0.0,0.0,0.0,58575.0,19446.0,0.0,0.0,0.0
1121131.1,4639.0,13977.0,0.0,0.0,0.0,109466.0,36341.0,0.0,0.0,0.0
1121132.1,11499.0,34643.0,0.0,0.0,0.0,72944.0,24216.0,0.0,0.0,0.0
1121255.1,0.0,0.0,16369.0,0.0,47109.0,0.0,0.0,11977.0,25250.0,18962.0
1121256.1,0.0,0.0,131452.0,0.0,44215.0,0.0,0.0,78449.0,77648.0,57486.0
1121262.1,0.0,0.0,44416.0,0.0,40921.0,0.0,0.0,44314.0,36428.0,36927.0
1121264.1,78808.0,237413.0,0.0,0.0,0.0,2494.0,828.0,0.0,0.0,0.0
1121266.1,32378.0,97541.0,0.0,0.0,0.0,36222.0,12025.0,0.0,0.0,0.0
1121270.1,196423.0,591737.0,0.0,0.0,0.0,24647.0,8182.0,0.0,0.0,0.0
1121270.2,86861.0,261674.0,0.0,0.0,0.0,112759.0,37434.0,0.0,0.0,0.0
1121270.3,11566.0,34843.0,0.0,0.0,0.0,284693.0,94514.0,0.0,0.0,0.0
1121270.4,61674.0,185797.0,0.0,0.0,0.0,27042.0,8977.0,0.0,0.0,0.0
1121270.5,21872.0,65892.0,0.0,0.0,0.0,5089.0,1689.0,0.0,0.0,0.0
1121270.6,10638.0,32047.0,0.0,0.0,0.0,234500.0,77851.0,0.0,0.0,0.0
1121284.1,0.0,0.0,16968.0,0.0,17167.0,0.0,0.0,19263.0,16467.0,23354.0
1121291.1,0.0,0.0,489776.0,0.0,225469.0,0.0,0.0,271179.0,162083.0,94613.0
1121301.1,0.0,0.0,0.0,39619.0,0.0,0.0,0.0,0.0,0.0,0.0
1121302.1,0.0,0.0,14073.0,0.0,25451.0,0.0,0.0,41420.0,22256.0,47506.0
1121306.1,0.0,0.0,9482.0,0.0,27447.0,0.0,0.0,44913.0,23454.0,17765.0
1121316.1,2717.0,8186.0,0.0,0.0,0.0,216539.0,71888.0,0.0,0.0,0.0
1121320.1,0.0,0.0,27647.0,0.0,19862.0,0.0,0.0,21858.0,25350.0,37426.0
1121320.2,0.0,0.0,100610.0,0.0,46710.0,0.0,0.0,79347.0,23553.0,60979.0
1121320.3,0.0,0.0,57192.0,0.0,49605.0,0.0,0.0,53197.0,29642.0,26946.0
1121320.4,0.0,0.0,3792.0,0.0,29443.0,0.0,0.0,25051.0,28145.0,25649.0
1121320.5,0.0,0.0,31340.0,0.0,35631.0,0.0,0.0,41420.0,20659.0,11976.0
1121322.1,0.0,0.0,38028.0,0.0,318391.0,0.0,0.0,27147.0,241627.0,132938.0
1121324.1,0.0,0.0,9282.0,0.0,40722.0,0.0,0.0,30541.0,25150.0,49901.0
1121326.1,0.0,0.0,9182.0,0.0,31539.0,0.0,0.0,11178.0,22955.0,28144.0
1121331.1,0.0,0.0,16868.0,0.0,19662.0,0.0,0.0,18963.0,30540.0,35230.0
1121345.1,0.0,0.0,79250.0,0.0,70165.0,0.0,0.0,64775.0,54493.0,36627.0
1121350.1,0.0,0.0,10080.0,0.0,26549.0,0.0,0.0,11777.0,19561.0,17365.0
1121390.1,0.0,0.0,32139.0,0.0,70365.0,0.0,0.0,68768.0,118468.0,67467.0
1121390.2,0.0,0.0,30742.0,0.0,24453.0,0.0,0.0,21359.0,33734.0,56189.0
1121390.3,0.0,0.0,22258.0,0.0,34733.0,0.0,0.0,36629.0,37726.0,218270.0
1121391.1,0.0,0.0,22258.0,0.0,46511.0,0.0,0.0,20760.0,28743.0,21856.0
1121393.1,0.0,0.0,0.0,459662.0,0.0,0.0,0.0,0.0,0.0,0.0
1121395.1,0.0,0.0,41122.0,0.0,43816.0,0.0,0.0,36529.0,61879.0,36627.0
1121401.1,0.0,0.0,73760.0,0.0,105697.0,0.0,0.0,162088.0,77448.0,48105.0
1121405.1,0.0,0.0,13674.0,0.0,66373.0,0.0,0.0,80745.0,37826.0,32535.0
1121405.10,0.0,0.0,15171.0,0.0,11178.0,0.0,0.0,10180.0,9481.0,40919.0
1121405.11,0.0,0.0,42519.0,0.0,95617.0,0.0,0.0,180154.0,49702.0,38923.0
1121405.2,0.0,0.0,34035.0,0.0,14073.0,0.0,0.0,22556.0,17266.0,26348.0
1121405.3,0.0,0.0,17067.0,0.0,23155.0,0.0,0.0,13074.0,21657.0,25350.0
1121405.4,0.0,0.0,40024.0,0.0,17566.0,0.0,0.0,21957.0,15669.0,13074.0
1121405.5,0.0,0.0,11278.0,0.0,17067.0,0.0,0.0,19462.0,15868.0,27645.0
1121405.6,0.0,0.0,29145.0,0.0,69267.0,0.0,0.0,85036.0,35031.0,70860.0
1121405.7,0.0,0.0,12376.0,0.0,31240.0,0.0,0.0,32437.0,33235.0,41318.0
1121405.8,0.0,0.0,17067.0,0.0,21458.0,0.0,0.0,19462.0,45511.0,26747.0
1121405.9,0.0,0.0,43018.0,0.0,36929.0,0.0,0.0,46610.0,23354.0,22954.0
1121409.1,0.0,0.0,217789.0,0.0,105099.0,0.0,0.0,134242.0,65771.0,41318.0
1121412.1,0.0,0.0,25352.0,0.0,45113.0,0.0,0.0,42218.0,34831.0,28344.0
1121416.1,0.0,0.0,226473.0,0.0,91924.0,0.0,0.0,160392.0,75751.0,48604.0
1121420.1,0.0,0.0,22557.0,0.0,19961.0,0.0,0.0,29144.0,12775.0,17665.0
1121421.1,0.0,0.0,13574.0,0.0,41820.0,0.0,0.0,71662.0,34332.0,23254.0
1121425.1,0.0,0.0,16568.0,0.0,26050.0,0.0,0.0,37328.0,15070.0,21757.0
1121428.1,43414.0,130787.0,0.0,0.0,0.0,1297.0,430.0,0.0,0.0,0.0
1121429.1,0.0,0.0,23056.0,0.0,23654.0,0.0,0.0,19562.0,49403.0,36528.0
