Sample name	F1 score taxa
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.20	0.06280193236714976
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.15	0.051896207584830344
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.10	0.0377906976744186
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.25	0.07084468664850137
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.05	0.014994232987312572
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.00	0.0059976931949250285
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.50	0.10400000000000001
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.45	0.09701492537313434
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.55	0.11555555555555555
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.35	0.08360128617363344
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.40	0.0909090909090909
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.30	0.07669616519174041
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.65	0.13612565445026178
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.70	0.14857142857142858
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.60	0.12871287128712874
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.85	0.2096774193548387
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.75	0.1575757575757576
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.80	0.18055555555555555
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.95	0.27956989247311825
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.90	0.2385321100917431
strain_sample_81-kraken2_GTDBr202RefSeqV205-1.00	0.3880597014925373
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.10	0.03416557161629435
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.05	0.014145810663764963
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.00	0.0060861423220973775
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.15	0.04805914972273567
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.30	0.0771513353115727
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.40	0.08996539792387542
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.35	0.08414239482200647
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.25	0.07103825136612023
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.20	0.06132075471698113
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.55	0.11304347826086955
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.65	0.1306532663316583
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.45	0.0959409594095941
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.70	0.14444444444444446
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.60	0.12093023255813955
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.50	0.10077519379844961
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.90	0.22807017543859648
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.95	0.26530612244897955
strain_sample_14-kraken2_GTDBr202RefSeqV205-1.00	0.3611111111111111
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.80	0.17218543046357618
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.85	0.19696969696969696
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.75	0.15476190476190477
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.25	0.11555555555555555
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.10	0.05514705882352941
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.20	0.11235955056179774
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.15	0.08645533141210374
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.05	0.01729106628242075
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.00	0.006954102920723226
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.40	0.1566265060240964
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.35	0.1511627906976744
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.30	0.13333333333333336
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.45	0.16774193548387095
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.50	0.17333333333333334
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.55	0.18439716312056736
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.85	0.2736842105263158
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.60	0.19259259259259257
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.65	0.203125
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.70	0.21487603305785125
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.80	0.2549019607843137
