Sample name	L1 distance
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	32453925.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	35053348.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	36143433.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	38463112.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	33268066.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	39489454.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	37257432.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	41462136.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	42290759.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	34039225.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	40592965.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	44137187.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	33154742.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	31382819.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	32570533.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	31313439.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	31775504.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	32196920.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	32830672.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	31774453.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	33029323.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	20282980.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	20717613.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	21283234.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	17290573.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	17840430.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	18822603.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	18355259.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	19926011.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	19569174.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	16241538.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	15679726.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	14668490.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	16815656.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	19242674.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	15149200.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	14329546.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	13571253.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	13366893.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	13442028.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	13734617.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	13980989.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	21768275.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	22641224.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	23007830.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	22203708.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	23361781.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	23745988.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	20497286.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	18301001.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	18975457.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	16685436.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	14223018.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	15259639.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	13853334.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	19760277.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	17482490.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	14748498.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	15936501.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	21171936.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	13617277.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	13465371.0
strain_sample_28-kraken2_GTDBr202RefSeqV205-1.00	13388624.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.15	56633247.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.20	55323636.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.10	57736728.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.40	48659565.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.35	50568421.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.25	54071457.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.30	52388361.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.05	58761372.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.00	59825534.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.65	39675387.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.50	45100757.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.55	43199720.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.60	41372497.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.85	34804482.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.70	38133612.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.45	46717207.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.75	36955204.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.90	34218993.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-1.00	33521912.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.80	35707767.0
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.95	33790471.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.40	16193594.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.30	16806807.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.35	16524196.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.45	15830727.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.10	17934428.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.15	17560499.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.25	17057751.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.20	17275855.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.05	18512629.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.50	15517204.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.55	15119155.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.00	19350254.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.90	13396836.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.85	13492590.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.80	13639752.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.70	14063991.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.95	13350451.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.75	13853247.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-1.00	13326987.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.65	14372973.0
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.60	14733348.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.10	58804254.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.05	59574638.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.00	60275545.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.25	55523243.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.15	57871388.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.20	56695396.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.55	44524475.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.50	46544187.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.45	48228817.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.30	53913879.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.40	50214773.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.70	38975277.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.35	52126659.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.60	42558574.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.65	40696655.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.80	36199333.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-1.00	33628695.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.75	37638664.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.85	35153879.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.95	33955749.0
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.90	34467923.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.20	17777680.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.25	17466569.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.10	18430183.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.15	18106186.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.05	18826932.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.00	19407967.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.60	14635245.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.45	15834140.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.70	13967565.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.65	14275507.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.75	13765224.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.30	17086908.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.80	13580610.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.85	13458678.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.35	16697335.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.55	15040334.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.40	16277526.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.50	15470664.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.95	13318330.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-1.00	13297411.0
strain_sample_10-kraken2_GTDBr202RefSeqV205-0.90	13379145.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.35	32888475.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.30	32978849.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.20	33284700.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.15	33512917.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.40	32814608.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.10	33817025.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.25	33116857.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.05	34289960.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.00	35201923.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.45	32754508.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.65	32833331.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.55	32755773.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.50	32734909.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.90	33217413.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.85	33177087.0
marine_sample_4-kraken2_GTDBr202RefSeqV205-0.95	33249752.0
