Sample name	Simpson's diversity
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.10	0.7643573308047376
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.20	0.7627763182152901
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.25	0.7631111771941751
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.15	0.76304946901943
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.05	0.7694615537373861
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.00	0.7856389323611146
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.45	0.7692133273291223
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.55	0.7737468049099834
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.40	0.767222206605736
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.30	0.7639854281651393
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.35	0.7654339755893127
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.50	0.7710579206517569
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.65	0.779855431258532
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.85	0.7923306958905063
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.70	0.7832353904494691
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.60	0.7764861744493147
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.75	0.7868121738510705
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.80	0.7901056845239928
strain_sample_81-kraken2_GTDBr202RefSeqV205-1.00	0.819856196822321
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.90	0.7962457958590231
strain_sample_81-kraken2_GTDBr202RefSeqV205-0.95	0.8018190919876425
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.10	0.7960266835899332
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.05	0.7984375116953735
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.00	0.8080782820277777
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.30	0.8042806493003366
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.20	0.7992762488508618
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.40	0.8075046374310009
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.25	0.8018787205181153
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.35	0.8060001600419572
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.15	0.7967702187101253
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.70	0.8113466116359744
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.45	0.8088369522093235
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.65	0.8115310615302832
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.60	0.8111395679772081
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.55	0.810401749903003
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.50	0.8096701014914385
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.95	0.7984019176294218
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.80	0.8087569541926211
strain_sample_14-kraken2_GTDBr202RefSeqV205-1.00	0.7721668869116468
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.75	0.8103065755693357
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.85	0.8086054430573155
strain_sample_14-kraken2_GTDBr202RefSeqV205-0.90	0.8069748792670657
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.20	0.572562720626107
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.25	0.5720627873155094
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.15	0.5737750419703384
mouse_sample_0-kraken2_GTDBr202RefSeqV205-0.10	0.5757163526008489
