Sample name	Simpson's evenness
mouse_sample_32-kraken2_standard_0521-0.25	0.018202169107472365
mouse_sample_32-kraken2_standard_0521-0.15	0.009034156612900883
mouse_sample_32-kraken2_standard_0521-0.20	0.0136819881206751
mouse_sample_32-kraken2_standard_0521-0.10	0.00489543231262561
mouse_sample_32-kraken2_standard_0521-0.05	0.0018465442350523236
mouse_sample_32-kraken2_standard_0521-0.00	0.0010229178693183733
mouse_sample_32-kraken2_standard_0521-0.40	0.030736117820657296
mouse_sample_32-kraken2_standard_0521-0.50	0.03605778306355743
mouse_sample_32-kraken2_standard_0521-0.55	0.039845323773962
mouse_sample_32-kraken2_standard_0521-0.45	0.0336418376346139
mouse_sample_32-kraken2_standard_0521-0.30	0.02421839254328787
mouse_sample_32-kraken2_standard_0521-0.35	0.027789276427727442
mouse_sample_32-kraken2_standard_0521-0.70	0.049011075286385826
mouse_sample_32-kraken2_standard_0521-0.75	0.05160313261211326
mouse_sample_32-kraken2_standard_0521-0.60	0.04267042138362481
mouse_sample_32-kraken2_standard_0521-0.65	0.04486363977937211
mouse_sample_32-kraken2_standard_0521-0.80	0.05456776694382179
mouse_sample_32-kraken2_standard_0521-0.85	0.05786509514096283
mouse_sample_32-kraken2_standard_0521-1.00	0.08968219042815387
mouse_sample_32-kraken2_standard_0521-0.90	0.0649871700509239
mouse_sample_32-kraken2_standard_0521-0.95	0.07491623542716551
strain_sample_43-kraken2_standard_0521-0.10	0.00398445230766631
strain_sample_43-kraken2_standard_0521-0.05	0.002352695092239825
strain_sample_43-kraken2_standard_0521-0.00	0.0008363894688830745
strain_sample_43-kraken2_standard_0521-0.35	0.029470330493946623
strain_sample_43-kraken2_standard_0521-0.30	0.024111921200857055
strain_sample_43-kraken2_standard_0521-0.20	0.009124350130879916
strain_sample_43-kraken2_standard_0521-0.40	0.03453248990376065
strain_sample_43-kraken2_standard_0521-0.25	0.015317656858931574
strain_sample_43-kraken2_standard_0521-0.15	0.006000424771756505
strain_sample_43-kraken2_standard_0521-0.70	0.06305724093735933
strain_sample_43-kraken2_standard_0521-0.45	0.039268946490984384
strain_sample_43-kraken2_standard_0521-0.50	0.04326298367031436
strain_sample_43-kraken2_standard_0521-0.60	0.04791750060041809
strain_sample_43-kraken2_standard_0521-0.65	0.053969392645431644
strain_sample_43-kraken2_standard_0521-0.55	0.04543050230179445
strain_sample_43-kraken2_standard_0521-0.75	0.0665083257791034
strain_sample_43-kraken2_standard_0521-0.80	0.07654639660167045
strain_sample_43-kraken2_standard_0521-0.95	0.09503199529664007
strain_sample_43-kraken2_standard_0521-0.90	0.08633014798261489
strain_sample_43-kraken2_standard_0521-1.00	0.11423762760003704
strain_sample_43-kraken2_standard_0521-0.85	0.07814623883611836
strain_sample_31-kraken2_standard_0521-0.25	0.017125781100452736
strain_sample_31-kraken2_standard_0521-0.15	0.007388962367305738
strain_sample_31-kraken2_standard_0521-0.10	0.005193245033722569
strain_sample_31-kraken2_standard_0521-0.20	0.01175062082018569
strain_sample_31-kraken2_standard_0521-0.05	0.003265580962656739
strain_sample_31-kraken2_standard_0521-0.00	0.00123992636859228
strain_sample_31-kraken2_standard_0521-0.55	0.047576954697246994
strain_sample_31-kraken2_standard_0521-0.50	0.04428187160631735
strain_sample_31-kraken2_standard_0521-0.30	0.0291454309725454
