Sample name	Precision reads
mouse_sample_1-MetaPhlAn	0.7007265660898538
mouse_sample_6-MetaPhlAn	0.9432254912477184
mouse_sample_57-MetaPhlAn	0.8983198787946984
mouse_sample_22-MetaPhlAn	0.8565952829576498
strain_sample_18-MetaPhlAn	0.821161376654503
strain_sample_16-MetaPhlAn	0.7003125244927322
strain_sample_11-MetaPhlAn	0.7471455847703442
mouse_sample_8-MetaPhlAn	0.8942583118692495
mouse_sample_59-MetaPhlAn	0.906081713494422
strain_sample_63-MetaPhlAn	0.5490148338857442
mouse_sample_25-MetaPhlAn	0.835249716823773
strain_sample_64-MetaPhlAn	0.756083674671391
strain_sample_5-MetaPhlAn	0.7625404194039562
strain_sample_80-MetaPhlAn	0.7778788486301076
plant_sample_10-MetaPhlAn	0.45725291423639136
mouse_sample_10-MetaPhlAn	0.9272778532402218
strain_sample_87-MetaPhlAn	0.6734508044260767
strain_sample_51-MetaPhlAn	0.7245065134469606
strain_sample_56-MetaPhlAn	0.7203407855423664
strain_sample_24-MetaPhlAn	0.7236515185214936
plant_sample_19-MetaPhlAn	0.4178502547405569
mouse_sample_17-MetaPhlAn	0.7059982421592783
strain_sample_2-MetaPhlAn	0.7817592558435501
plant_sample_17-MetaPhlAn	0.5203833232542872
mouse_sample_19-MetaPhlAn	0.6428069347754177
strain_sample_89-MetaPhlAn	0.6864410785576752
plant_sample_5-MetaPhlAn	0.4406075181161219
strain_sample_58-MetaPhlAn	0.7243512532098445
mouse_sample_62-MetaPhlAn	0.9132591327750857
plant_sample_2-MetaPhlAn	0.4743188658445292
strain_sample_32-MetaPhlAn	0.7932099470701629
strain_sample_98-MetaPhlAn	0.7126444051353181
strain_sample_23-MetaPhlAn	0.7423352599319922
strain_sample_35-MetaPhlAn	0.7255251114821164
marine_sample_9-MetaPhlAn	0.3873418472482117
strain_sample_49-MetaPhlAn	0.6448838343999089
marine_sample_0-MetaPhlAn	0.30251409394356565
strain_sample_40-MetaPhlAn	0.7169647265056578
strain_sample_72-MetaPhlAn	0.6685624838100408
strain_sample_75-MetaPhlAn	0.7484972030318606
mouse_sample_34-MetaPhlAn	0.8369156309242769
marine_sample_7-MetaPhlAn	0.3607128807040963
strain_sample_96-MetaPhlAn	0.7853992675525658
mouse_sample_33-MetaPhlAn	0.8463421802675954
strain_sample_47-MetaPhlAn	0.7180970305836019
plant_sample_3-MetaPhlAn	0.43393384538296165
strain_sample_91-MetaPhlAn	0.7600277906963984
