Sample name	Bray-Curtis dissimilarity raw
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.9276104331697153
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.9279495431716628
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.9186652805541677
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.9171524247786419
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.9274395427567581
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.9222234923419718
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.9246926435453928
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.9274838450590328
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.9262336871260054
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.9279906025208645
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.927892917230162
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.9274085330508635
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.9268137912104325
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.9384601248448151
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.92697348547461
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.9930024308457364
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.9540719838770931
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.9779344859988313
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.9672877676551823
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.9261799641377881
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.7950377526938527
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.9869017767304465
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.7970877510156925
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.8046201348954461
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.9169101760190047
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.8650106439813154
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.8980056435641975
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.8494547365847491
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.7991885191295629
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.8370490237066358
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.8231707491578878
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.790287215284062
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.8104384290878727
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.8813372357951558
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.792598732207994
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.7894335353548709
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.991689298338224
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.978949529279467
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.9863537767139934
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.9681134744679137
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.9336268935345503
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.9527373857360704
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.8927504855822815
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.8892476384534298
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.8899477451221686
