Sample name	Simpson's evenness
mouse_sample_1-MetaPhlAn	0.09395652120421355
strain_sample_18-MetaPhlAn	0.14127043706550804
mouse_sample_22-MetaPhlAn	0.07132810855287953
mouse_sample_25-MetaPhlAn	0.10417118042244891
strain_sample_64-MetaPhlAn	0.1598174419271378
mouse_sample_59-MetaPhlAn	0.05765799498101126
strain_sample_63-MetaPhlAn	0.22068437004020067
mouse_sample_8-MetaPhlAn	0.05862064209528595
strain_sample_16-MetaPhlAn	0.2018851276155667
mouse_sample_6-MetaPhlAn	0.043550204956217135
mouse_sample_57-MetaPhlAn	0.0693523822608503
strain_sample_11-MetaPhlAn	0.15149485790165446
mouse_sample_10-MetaPhlAn	0.05100109982357871
plant_sample_10-MetaPhlAn	0.055051456553551356
strain_sample_5-MetaPhlAn	0.17171511906664463
strain_sample_87-MetaPhlAn	0.18625098421458225
strain_sample_80-MetaPhlAn	0.1907040683448128
strain_sample_56-MetaPhlAn	0.18762062621794995
strain_sample_51-MetaPhlAn	0.24782658407250024
strain_sample_2-MetaPhlAn	0.18816779639669887
plant_sample_19-MetaPhlAn	0.07395562836346987
plant_sample_17-MetaPhlAn	0.10148683100448364
strain_sample_24-MetaPhlAn	0.2023221482196456
mouse_sample_17-MetaPhlAn	0.15732152036228478
strain_sample_58-MetaPhlAn	0.26625882745652746
plant_sample_5-MetaPhlAn	0.07885849797531333
mouse_sample_19-MetaPhlAn	0.18252110507746153
strain_sample_32-MetaPhlAn	0.19250502554224455
strain_sample_23-MetaPhlAn	0.2677068594539934
plant_sample_2-MetaPhlAn	0.20984063622900462
strain_sample_98-MetaPhlAn	0.17667713067933985
strain_sample_89-MetaPhlAn	0.22159677181535875
mouse_sample_62-MetaPhlAn	0.11093042732490813
strain_sample_49-MetaPhlAn	0.13116758093503658
strain_sample_35-MetaPhlAn	0.1691921739331716
marine_sample_9-MetaPhlAn	0.14839004148674756
marine_sample_0-MetaPhlAn	0.09223764604337822
strain_sample_40-MetaPhlAn	0.207943821531399
strain_sample_72-MetaPhlAn	0.19866325332294807
strain_sample_75-MetaPhlAn	0.14928222393543505
strain_sample_47-MetaPhlAn	0.15062195264370382
strain_sample_96-MetaPhlAn	0.16502679949526936
mouse_sample_34-MetaPhlAn	0.15244791004925742
plant_sample_3-MetaPhlAn	0.18764400880744606
mouse_sample_33-MetaPhlAn	0.1694780021717082
marine_sample_7-MetaPhlAn	0.1314239932418061
strain_sample_91-MetaPhlAn	0.21191179551250378
mouse_sample_63-MetaPhlAn	0.11350422246690577
strain_sample_25-MetaPhlAn	0.20111995883411052
plant_sample_18-MetaPhlAn	0.06734046464678875
strain_sample_22-MetaPhlAn	0.14324705250578612
mouse_sample_16-MetaPhlAn	0.029988354769001947
plant_sample_16-MetaPhlAn	0.07959356864604164
strain_sample_3-MetaPhlAn	0.18422873692337596
plant_sample_4-MetaPhlAn	0.1484102674781999
mouse_sample_18-MetaPhlAn	0.07863555351273252
strain_sample_59-MetaPhlAn	0.18571428036193338
strain_sample_57-MetaPhlAn	0.12404753300258466
strain_sample_88-MetaPhlAn	0.19696898097997284
strain_sample_86-MetaPhlAn	0.17583915473800332
strain_sample_19-MetaPhlAn	0.1936779875582794
strain_sample_65-MetaPhlAn	0.2768109211210913
mouse_sample_24-MetaPhlAn	0.1333290325268295
strain_sample_50-MetaPhlAn	0.18436770627763507
strain_sample_81-MetaPhlAn	0.22397024760034556
mouse_sample_58-MetaPhlAn	0.06752758172386558
mouse_sample_9-MetaPhlAn	0.07914830059479828
plant_sample_11-MetaPhlAn	0.05396342236197369
strain_sample_4-MetaPhlAn	0.20456139266271076
mouse_sample_11-MetaPhlAn	0.1677508061672931
strain_sample_62-MetaPhlAn	0.18835733500693302
mouse_sample_23-MetaPhlAn	0.056137666429756754
strain_sample_74-MetaPhlAn	0.14291538409799354
mouse_sample_35-MetaPhlAn	0.1317964214740194
mouse_sample_7-MetaPhlAn	0.1332947072090536
strain_sample_73-MetaPhlAn	0.19723372284059182
strain_sample_17-MetaPhlAn	0.19668567058226766
strain_sample_90-MetaPhlAn	0.21709585903436113
mouse_sample_56-MetaPhlAn	0.05693916983183669
strain_sample_10-MetaPhlAn	0.24067093701945982
mouse_sample_0-MetaPhlAn	0.0560371743124201
marine_sample_6-MetaPhlAn	0.15220831267252302
strain_sample_41-MetaPhlAn	0.1794894778807057
mouse_sample_32-MetaPhlAn	0.14803322933004268
mouse_sample_36-MetaPhlAn	0.09951376009880736
strain_sample_97-MetaPhlAn	0.2293804605203516
mouse_sample_38-MetaPhlAn	0.06534956698886346
strain_sample_77-MetaPhlAn	0.158600117926247
strain_sample_79-MetaPhlAn	0.16669301712060774
strain_sample_46-MetaPhlAn	0.12407296809726007
strain_sample_48-MetaPhlAn	0.23107556071254373
strain_sample_99-MetaPhlAn	0.17905917336400715
strain_sample_33-MetaPhlAn	0.20117276301736012
strain_sample_34-MetaPhlAn	0.13793152179950624
marine_sample_8-MetaPhlAn	0.08963502674212157
marine_sample_1-MetaPhlAn	0.1615966369171404
marine_sample_5-MetaPhlAn	0.09703022417570971
strain_sample_39-MetaPhlAn	0.1550036219106707
strain_sample_42-MetaPhlAn	0.19925297328060498
mouse_sample_31-MetaPhlAn	0.06643623699200651
strain_sample_30-MetaPhlAn	0.21589344248583
strain_sample_26-MetaPhlAn	0.17539162350401058
strain_sample_37-MetaPhlAn	0.19540970828917634
marine_sample_2-MetaPhlAn	0.12389499490812478
strain_sample_70-MetaPhlAn	0.17327533498927544
strain_sample_93-MetaPhlAn	0.20790238598716174
strain_sample_45-MetaPhlAn	0.08555412310327279
strain_sample_94-MetaPhlAn	0.15723998179055562
strain_sample_21-MetaPhlAn	0.12819423500411695
