Sample name	Precision reads
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.09252191839189221
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.09984087101785975
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.10860143780129347
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.11880121734103408
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.08272520711994355
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.13587108951656549
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.08120173663922023
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.08645113016443487
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.0805658312516781
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.08014376837990816
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.08198043112125644
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.0823290188229621
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.24456740700153476
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.19576330111452858
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.16027138954854453
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.3289616086370302
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.26133919599246086
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.3332714970255688
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.27988373447031106
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.20245065853859215
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.20718711369747067
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.30198400192009583
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.3187252293321921
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.19312224854208962
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.21350374776270806
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.22523000636654134
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.2253577274676922
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.22230276747236732
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.22756647440047562
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.24280483074887255
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.23866630617452556
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.22725819904974512
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.228016990969114
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.2258304220232574
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.22617283413266015
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.2320034923915755
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.32941747513163794
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.24495929266306227
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.24916527889835544
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.11217532317514824
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.28840198504735864
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.25299738221422896
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.2590988044987478
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.1134772825976474
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	0.11286133318583196
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	0.10793640136201754
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.11339087282385267
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	0.09983659536440014
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	0.11153349608091959
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	0.11712635771024313
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	0.10901611616257235
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	0.14704539548082124
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	0.13907487719277214
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	0.11021433682289873
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	0.1233862070767724
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	0.10839287541030652
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	0.13005576639300012
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	0.10993566221756595
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	0.10849701286317551
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	0.11266408453611709
strain_sample_28-kraken2_GTDBr202RefSeqV205-1.00	0.2013900183917825
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	0.1710115283882874
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	0.15817972715292522
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.40	0.410935035854879
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.35	0.41294501471411305
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.25	0.41813900281928806
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.20	0.42052811208262975
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.30	0.41528601137249554
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.15	0.4226718517905419
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.10	0.423866738166804
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.05	0.4218513602121799
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.00	0.4089783561656411
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.45	0.4083033666539954
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.65	0.3928882365779826
