Sample name	Precision reads
mouse_sample_1-MetaPhlAn	0.7007265660898538
mouse_sample_57-MetaPhlAn	0.8983198787946984
strain_sample_11-MetaPhlAn	0.7471455847703442
mouse_sample_22-MetaPhlAn	0.8565952829576498
strain_sample_63-MetaPhlAn	0.5490148338857442
mouse_sample_25-MetaPhlAn	0.835249716823773
strain_sample_16-MetaPhlAn	0.7003125244927322
mouse_sample_6-MetaPhlAn	0.9432254912477184
mouse_sample_59-MetaPhlAn	0.906081713494422
mouse_sample_8-MetaPhlAn	0.8942583118692495
strain_sample_64-MetaPhlAn	0.756083674671391
strain_sample_18-MetaPhlAn	0.821161376654503
plant_sample_10-MetaPhlAn	0.45725291423639136
strain_sample_51-MetaPhlAn	0.7245065134469606
strain_sample_80-MetaPhlAn	0.7778788486301076
strain_sample_5-MetaPhlAn	0.7625404194039562
mouse_sample_10-MetaPhlAn	0.9272778532402218
strain_sample_2-MetaPhlAn	0.7817592558435501
strain_sample_24-MetaPhlAn	0.7236515185214936
strain_sample_56-MetaPhlAn	0.7203407855423664
strain_sample_87-MetaPhlAn	0.6734508044260767
mouse_sample_17-MetaPhlAn	0.7059982421592783
plant_sample_19-MetaPhlAn	0.4178502547405569
plant_sample_17-MetaPhlAn	0.5203833232542872
strain_sample_89-MetaPhlAn	0.6864410785576752
strain_sample_23-MetaPhlAn	0.7423352599319922
strain_sample_58-MetaPhlAn	0.7243512532098445
mouse_sample_62-MetaPhlAn	0.9132591327750857
plant_sample_2-MetaPhlAn	0.4743188658445292
strain_sample_49-MetaPhlAn	0.6448838343999089
plant_sample_5-MetaPhlAn	0.4406075181161219
mouse_sample_19-MetaPhlAn	0.6428069347754177
strain_sample_35-MetaPhlAn	0.7255251114821164
marine_sample_9-MetaPhlAn	0.3873418472482117
strain_sample_98-MetaPhlAn	0.7126444051353181
strain_sample_32-MetaPhlAn	0.7932099470701629
strain_sample_96-MetaPhlAn	0.7853992675525658
strain_sample_91-MetaPhlAn	0.7600277906963984
strain_sample_47-MetaPhlAn	0.7180970305836019
mouse_sample_33-MetaPhlAn	0.8463421802675954
marine_sample_0-MetaPhlAn	0.30251409394356565
strain_sample_40-MetaPhlAn	0.7169647265056578
marine_sample_7-MetaPhlAn	0.3607128807040963
mouse_sample_34-MetaPhlAn	0.8369156309242769
plant_sample_3-MetaPhlAn	0.43393384538296165
mouse_sample_63-MetaPhlAn	0.9232074247186531
strain_sample_72-MetaPhlAn	0.6685624838100408
strain_sample_75-MetaPhlAn	0.7484972030318606
plant_sample_16-MetaPhlAn	0.19501059805843823
strain_sample_3-MetaPhlAn	0.7392906693110964
strain_sample_57-MetaPhlAn	0.7725003583998752
strain_sample_88-MetaPhlAn	0.7164176136100109
mouse_sample_16-MetaPhlAn	0.9507711832483436
strain_sample_86-MetaPhlAn	0.7246925378734581
strain_sample_22-MetaPhlAn	0.7108123538019706
strain_sample_25-MetaPhlAn	0.6231759108372666
plant_sample_18-MetaPhlAn	0.4543070447628449
plant_sample_4-MetaPhlAn	0.48714961972272286
mouse_sample_18-MetaPhlAn	0.907029726022419
strain_sample_59-MetaPhlAn	0.7556044676434472
strain_sample_50-MetaPhlAn	0.7588190955636018
strain_sample_65-MetaPhlAn	0.5578060827428236
mouse_sample_23-MetaPhlAn	0.9546327396852377
strain_sample_81-MetaPhlAn	0.7481524664214414
mouse_sample_9-MetaPhlAn	0.8451628188164308
strain_sample_4-MetaPhlAn	0.6799237264847309
strain_sample_62-MetaPhlAn	0.673011163600685
strain_sample_19-MetaPhlAn	0.6637422328914768
mouse_sample_58-MetaPhlAn	0.9014947865407559
mouse_sample_11-MetaPhlAn	0.7750180241038562
mouse_sample_24-MetaPhlAn	0.7990083448956449
plant_sample_11-MetaPhlAn	0.4127951421821029
strain_sample_17-MetaPhlAn	0.679427203888229
mouse_sample_32-MetaPhlAn	0.9433200036642516
mouse_sample_56-MetaPhlAn	0.946349089971694
strain_sample_74-MetaPhlAn	0.7947638918376896
mouse_sample_7-MetaPhlAn	0.9499217165510845
marine_sample_6-MetaPhlAn	0.40271646805405353
mouse_sample_35-MetaPhlAn	0.9564697152719388
strain_sample_41-MetaPhlAn	0.7264043770451469
strain_sample_73-MetaPhlAn	0.707402376108169
mouse_sample_0-MetaPhlAn	0.9539592261051737
strain_sample_90-MetaPhlAn	0.7163921052553691
strain_sample_10-MetaPhlAn	0.7159925589475856
strain_sample_97-MetaPhlAn	0.7349815450956658
marine_sample_1-MetaPhlAn	0.3740597316999437
strain_sample_34-MetaPhlAn	0.7296707247510016
strain_sample_46-MetaPhlAn	0.7276305856972861
strain_sample_48-MetaPhlAn	0.7603952233261098
marine_sample_8-MetaPhlAn	0.3523939343646443
strain_sample_33-MetaPhlAn	0.7710910833427983
strain_sample_79-MetaPhlAn	0.7279382843486734
mouse_sample_36-MetaPhlAn	0.8588343361337719
strain_sample_77-MetaPhlAn	0.6890114890212781
mouse_sample_38-MetaPhlAn	0.9476000356190645
strain_sample_99-MetaPhlAn	0.6972994096668591
strain_sample_39-MetaPhlAn	0.7632845145271574
strain_sample_42-MetaPhlAn	0.7664863979035927
strain_sample_30-MetaPhlAn	0.7117848586088282
strain_sample_94-MetaPhlAn	0.7307365014964827
strain_sample_70-MetaPhlAn	0.7443814796025503
strain_sample_45-MetaPhlAn	0.781205941667882
mouse_sample_31-MetaPhlAn	0.9094834417023386
marine_sample_2-MetaPhlAn	0.33148615677104465
strain_sample_93-MetaPhlAn	0.7200404939211649
strain_sample_26-MetaPhlAn	0.7469399347973151
strain_sample_37-MetaPhlAn	0.7079537951409473
marine_sample_5-MetaPhlAn	0.4225937308089311
plant_sample_7-MetaPhlAn	0.5037386461166672
strain_sample_9-MetaPhlAn	0.7329963356247986
plant_sample_0-MetaPhlAn	0.47863989890907344
strain_sample_53-MetaPhlAn	0.7175675017819018
plant_sample_12-MetaPhlAn	0.37200597257785045
mouse_sample_12-MetaPhlAn	0.7850699579825222
plant_sample_15-MetaPhlAn	0.5030140573742871
strain_sample_82-MetaPhlAn	0.694425679348758
strain_sample_28-MetaPhlAn	0.6545114290514852
strain_sample_7-MetaPhlAn	0.6998187017021366
mouse_sample_60-MetaPhlAn	0.909919698305863
strain_sample_21-MetaPhlAn	0.7537566353180389
strain_sample_0-MetaPhlAn	0.7702484708180317
strain_sample_54-MetaPhlAn	0.6854767965585231
strain_sample_61-MetaPhlAn	0.5922825414286224
mouse_sample_15-MetaPhlAn	0.824436927885751
strain_sample_85-MetaPhlAn	0.7041177121975944
plant_sample_9-MetaPhlAn	0.4504110066249456
plant_sample_20-MetaPhlAn	0.5034613470602107
mouse_sample_20-MetaPhlAn	0.6972536634941474
strain_sample_68-MetaPhlAn	0.7644743413704168
mouse_sample_29-MetaPhlAn	0.9464153036518236
strain_sample_66-MetaPhlAn	0.714022289939579
mouse_sample_27-MetaPhlAn	0.8001512017504595
mouse_sample_55-MetaPhlAn	0.935944750766505
strain_sample_92-MetaPhlAn	0.7307474388229178
strain_sample_14-MetaPhlAn	0.7324682659158424
strain_sample_13-MetaPhlAn	0.7488092379222538
mouse_sample_52-MetaPhlAn	0.8698605795992103
strain_sample_31-MetaPhlAn	0.743843086369076
strain_sample_36-MetaPhlAn	0.7493295834434139
strain_sample_43-MetaPhlAn	0.7095225426469878
strain_sample_38-MetaPhlAn	0.7485553159362649
marine_sample_4-MetaPhlAn	0.35967584074197967
marine_sample_3-MetaPhlAn	0.3490620231862534
strain_sample_95-MetaPhlAn	0.7402031844820184
strain_sample_44-MetaPhlAn	0.6704774231220503
strain_sample_78-MetaPhlAn	0.7696891714406734
strain_sample_71-MetaPhlAn	0.7076867331897151
mouse_sample_37-MetaPhlAn	0.8047562947745389
mouse_sample_30-MetaPhlAn	0.845163272196077
strain_sample_76-MetaPhlAn	0.7498809507391906
mouse_sample_5-MetaPhlAn	0.945219209692657
strain_sample_69-MetaPhlAn	0.6970715259146828
mouse_sample_28-MetaPhlAn	0.8037557658897843
mouse_sample_2-MetaPhlAn	0.9623181503208844
mouse_sample_53-MetaPhlAn	0.9605284055061499
strain_sample_12-MetaPhlAn	0.7867126203992798
strain_sample_15-MetaPhlAn	0.6656593317479331
mouse_sample_54-MetaPhlAn	0.9592416663035559
mouse_sample_26-MetaPhlAn	0.930795979970525
