Sample name	Pielou evenness
strain_sample_11-MetaPhlAn	0.5017313434084749
mouse_sample_25-MetaPhlAn	0.6624403522806102
mouse_sample_6-MetaPhlAn	0.576989873987469
mouse_sample_1-MetaPhlAn	0.554404721206021
mouse_sample_8-MetaPhlAn	0.4004890015149797
mouse_sample_22-MetaPhlAn	0.6199527264393833
mouse_sample_57-MetaPhlAn	0.5959569018525293
mouse_sample_59-MetaPhlAn	0.6004662191328975
strain_sample_64-MetaPhlAn	0.5023222012705322
strain_sample_16-MetaPhlAn	0.5693722324353184
strain_sample_63-MetaPhlAn	0.5655615182882566
strain_sample_18-MetaPhlAn	0.4545765273143698
strain_sample_51-MetaPhlAn	0.6131838107920056
strain_sample_5-MetaPhlAn	0.528926169022505
mouse_sample_17-MetaPhlAn	0.7105861938537101
strain_sample_80-MetaPhlAn	0.5304593913689808
plant_sample_10-MetaPhlAn	0.3295206587703123
strain_sample_56-MetaPhlAn	0.5658175689593613
plant_sample_17-MetaPhlAn	0.46667152829376707
strain_sample_2-MetaPhlAn	0.5023443249734546
strain_sample_24-MetaPhlAn	0.536023059320131
mouse_sample_10-MetaPhlAn	0.5514065120252759
strain_sample_87-MetaPhlAn	0.5457856910643724
plant_sample_19-MetaPhlAn	0.4350688810905241
strain_sample_58-MetaPhlAn	0.6153434733131689
strain_sample_32-MetaPhlAn	0.5266735991548959
mouse_sample_62-MetaPhlAn	0.6549693144232392
plant_sample_2-MetaPhlAn	0.7202309151051104
strain_sample_98-MetaPhlAn	0.5504455850052581
plant_sample_5-MetaPhlAn	0.5153787690299017
strain_sample_89-MetaPhlAn	0.5733421728486853
strain_sample_23-MetaPhlAn	0.6082929442943775
strain_sample_49-MetaPhlAn	0.44250235645979635
mouse_sample_19-MetaPhlAn	0.7301831089970037
strain_sample_35-MetaPhlAn	0.5117350671273314
marine_sample_9-MetaPhlAn	0.7864018207797265
strain_sample_75-MetaPhlAn	0.512169497533606
strain_sample_47-MetaPhlAn	0.5015290223626443
mouse_sample_33-MetaPhlAn	0.7592395518175282
strain_sample_72-MetaPhlAn	0.5613046515303619
plant_sample_3-MetaPhlAn	0.685684244326983
mouse_sample_63-MetaPhlAn	0.6377621232606353
strain_sample_91-MetaPhlAn	0.5820560131675689
strain_sample_96-MetaPhlAn	0.5007249741362848
mouse_sample_34-MetaPhlAn	0.7565540427588516
strain_sample_40-MetaPhlAn	0.5867501708140688
marine_sample_7-MetaPhlAn	0.7746135328559057
marine_sample_0-MetaPhlAn	0.7422786924067251
strain_sample_3-MetaPhlAn	0.5418250749353389
mouse_sample_16-MetaPhlAn	0.29613424564560775
plant_sample_16-MetaPhlAn	0.4399054886607932
strain_sample_88-MetaPhlAn	0.5696000037630695
strain_sample_86-MetaPhlAn	0.5359528394310705
strain_sample_59-MetaPhlAn	0.5225359366030475
strain_sample_22-MetaPhlAn	0.492658428746507
strain_sample_57-MetaPhlAn	0.4266112077281441
plant_sample_4-MetaPhlAn	0.6450591397114139
mouse_sample_18-MetaPhlAn	0.5356767032281264
strain_sample_25-MetaPhlAn	0.5757785907295515
plant_sample_18-MetaPhlAn	0.4215075098160384
strain_sample_62-MetaPhlAn	0.557285332985674
strain_sample_65-MetaPhlAn	0.6572793203721788
strain_sample_50-MetaPhlAn	0.5154058928147248
strain_sample_4-MetaPhlAn	0.5746302427501087
mouse_sample_9-MetaPhlAn	0.5015996675351049
strain_sample_81-MetaPhlAn	0.6000707003323896
mouse_sample_58-MetaPhlAn	0.6200759423308511
mouse_sample_11-MetaPhlAn	0.7214058147002557
mouse_sample_24-MetaPhlAn	0.7084136978031259
mouse_sample_23-MetaPhlAn	0.5080077304135554
strain_sample_19-MetaPhlAn	0.536333971347788
plant_sample_11-MetaPhlAn	0.28760468870586975
marine_sample_6-MetaPhlAn	0.793908650629349
mouse_sample_35-MetaPhlAn	0.6309063966114675
strain_sample_90-MetaPhlAn	0.5931976806036292
mouse_sample_56-MetaPhlAn	0.5386161898047764
strain_sample_41-MetaPhlAn	0.5362514104630278
mouse_sample_32-MetaPhlAn	0.5928434898388047
strain_sample_74-MetaPhlAn	0.48157679397919745
strain_sample_73-MetaPhlAn	0.5593641506727236
strain_sample_17-MetaPhlAn	0.5408623589239856
strain_sample_10-MetaPhlAn	0.6295058268269584
mouse_sample_7-MetaPhlAn	0.6128386958392791
mouse_sample_0-MetaPhlAn	0.4044936155304955
strain_sample_97-MetaPhlAn	0.579170360272507
marine_sample_1-MetaPhlAn	0.8062799469929095
strain_sample_48-MetaPhlAn	0.6112819239533371
mouse_sample_36-MetaPhlAn	0.7215273934642104
strain_sample_46-MetaPhlAn	0.43307985259710036
strain_sample_33-MetaPhlAn	0.558682080816193
strain_sample_34-MetaPhlAn	0.4666280644616712
strain_sample_77-MetaPhlAn	0.4977885288813745
strain_sample_79-MetaPhlAn	0.5364883669524572
strain_sample_99-MetaPhlAn	0.5180510599495427
mouse_sample_38-MetaPhlAn	0.5488448631040616
marine_sample_8-MetaPhlAn	0.7557951347715263
strain_sample_26-MetaPhlAn	0.5364270070128915
strain_sample_39-MetaPhlAn	0.49461977272154695
mouse_sample_31-MetaPhlAn	0.5854198279389865
strain_sample_70-MetaPhlAn	0.4946449788528037
strain_sample_42-MetaPhlAn	0.53725903334752
marine_sample_2-MetaPhlAn	0.7832984705680721
strain_sample_30-MetaPhlAn	0.561738198138938
marine_sample_5-MetaPhlAn	0.7544935443077938
strain_sample_37-MetaPhlAn	0.5466539120053814
strain_sample_94-MetaPhlAn	0.5187004682628968
strain_sample_45-MetaPhlAn	0.34586539318860254
strain_sample_93-MetaPhlAn	0.5910987493420642
plant_sample_7-MetaPhlAn	0.44970549166015
strain_sample_53-MetaPhlAn	0.5306462869663016
strain_sample_9-MetaPhlAn	0.5425001649536036
strain_sample_82-MetaPhlAn	0.5220818735948448
mouse_sample_12-MetaPhlAn	0.6641094526822018
plant_sample_12-MetaPhlAn	0.6083113322752689
plant_sample_0-MetaPhlAn	0.7138435066510646
plant_sample_15-MetaPhlAn	0.542030224862802
strain_sample_28-MetaPhlAn	0.4882854573863369
strain_sample_7-MetaPhlAn	0.49916666576611296
strain_sample_21-MetaPhlAn	0.4024091090053301
mouse_sample_60-MetaPhlAn	0.5898628184257625
strain_sample_54-MetaPhlAn	0.5706572148603904
strain_sample_68-MetaPhlAn	0.5390273757435824
plant_sample_9-MetaPhlAn	0.3105782545496652
mouse_sample_15-MetaPhlAn	0.6865713150780042
strain_sample_0-MetaPhlAn	0.5215334760177541
strain_sample_85-MetaPhlAn	0.5494971780936899
strain_sample_66-MetaPhlAn	0.4964944052997753
strain_sample_61-MetaPhlAn	0.48830632824074155
plant_sample_20-MetaPhlAn	0.42814723969087587
mouse_sample_20-MetaPhlAn	0.6869662349906748
mouse_sample_29-MetaPhlAn	0.5227685259540386
mouse_sample_27-MetaPhlAn	0.6204492801853291
strain_sample_92-MetaPhlAn	0.49129716269860146
mouse_sample_55-MetaPhlAn	0.5340035729507991
strain_sample_31-MetaPhlAn	0.6140343913845321
strain_sample_36-MetaPhlAn	0.45061987763987743
strain_sample_14-MetaPhlAn	0.629417606981075
strain_sample_13-MetaPhlAn	0.5121759373062065
mouse_sample_52-MetaPhlAn	0.4543988016012569
strain_sample_43-MetaPhlAn	0.5810183285563094
marine_sample_4-MetaPhlAn	0.7548979201817602
strain_sample_38-MetaPhlAn	0.559840293291993
marine_sample_3-MetaPhlAn	0.7812826890704347
strain_sample_95-MetaPhlAn	0.5474005681346614
strain_sample_44-MetaPhlAn	0.5987479726019664
mouse_sample_37-MetaPhlAn	0.7682714890309598
mouse_sample_2-MetaPhlAn	0.47835803624323403
strain_sample_12-MetaPhlAn	0.5569505070649654
mouse_sample_53-MetaPhlAn	0.43425691103413533
strain_sample_76-MetaPhlAn	0.6104843806113909
strain_sample_71-MetaPhlAn	0.5392164146611722
mouse_sample_30-MetaPhlAn	0.6555108829428511
strain_sample_78-MetaPhlAn	0.5278971260510927
strain_sample_69-MetaPhlAn	0.5898416136491996
mouse_sample_5-MetaPhlAn	0.6400340815839073
mouse_sample_28-MetaPhlAn	0.5404131903504586
strain_sample_29-MetaPhlAn	0.49565841605297617
strain_sample_15-MetaPhlAn	0.567923641740974
strain_sample_55-MetaPhlAn	0.5615254107737238
plant_sample_8-MetaPhlAn	0.2908089779735034
mouse_sample_14-MetaPhlAn	0.612011193269077
mouse_sample_54-MetaPhlAn	0.45098076781033963
strain_sample_60-MetaPhlAn	0.5262079149669344
mouse_sample_21-MetaPhlAn	0.5807013843148328
mouse_sample_26-MetaPhlAn	0.6574115474996979
strain_sample_67-MetaPhlAn	0.5779497471506024
plant_sample_14-MetaPhlAn	0.5952024093494233
strain_sample_1-MetaPhlAn	0.6172653778545328
mouse_sample_13-MetaPhlAn	0.46810509489851604
strain_sample_52-MetaPhlAn	0.5615817653818739
plant_sample_13-MetaPhlAn	0.4700412190746436
strain_sample_84-MetaPhlAn	0.4769688948075659
strain_sample_27-MetaPhlAn	0.5784654493651651
plant_sample_6-MetaPhlAn	0.3567261836797838
strain_sample_20-MetaPhlAn	0.5351144025424407
strain_sample_6-MetaPhlAn	0.6025511961375319
strain_sample_8-MetaPhlAn	0.5869812819906187
mouse_sample_61-MetaPhlAn	0.6860592575591057
strain_sample_83-MetaPhlAn	0.5204924418704248
plant_sample_1-MetaPhlAn	0.6427680927162177
