Sample name	L1 distance
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	43670726.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	41624629.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	49533602.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	39915090.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	47713744.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	50872698.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	37904037.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	52283449.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	45720011.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	53440354.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	54419983.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	55574355.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	32671277.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	30082816.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	34214893.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	35986059.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	30185057.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	20042156.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	31156314.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	30366452.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	31886268.0
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	30656583.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	20356023.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	20744034.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	19105902.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	18671468.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	16707871.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	14092638.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	19634041.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	17257890.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	14549324.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	15086202.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	15653762.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	16232482.0
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	17772841.0
