Sample name	Bray-Curtis dissimilarity relative abundance
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.9321679695723695
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.9306443185566181
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.9393042614575163
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.9404016701394864
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.9191561747466879
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.9415352629736136
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.9341856398836114
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.9360917270141149
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.9276522052865271
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.9377467248212751
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.9237910020694028
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.9167492929719658
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.9437178558834466
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.9478657198167587
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.9430448039805951
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.9424614409252675
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.9473906087154546
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.7963046854845102
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.9459886927072108
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.946765126814477
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.9455827982980676
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.9445128640503055
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.7968164234493196
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.8065905768800586
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.7939255023372457
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.7953018874275325
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.793275010114358
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.7942307030315846
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.7956256633158336
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.7959611113417191
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.793294184908016
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.793443503807907
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.7949361050500079
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.7932484472111578
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.7945799852354231
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.7937207146037267
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.7935920592136565
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.7934635951337328
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.803593072967754
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.7940680817766814
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.8878714443477786
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.7964391357606594
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.8866360015964577
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	0.8920645786351299
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.7936292208425789
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	0.887453992674191
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.8868175634413493
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	0.9001338450254052
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	0.8905205461319018
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	0.8889542462065688
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	0.8920417952867998
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	0.8657705645558161
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	0.8909330476625802
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	0.8721063697983382
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	0.8879035850122127
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	0.8930831399974849
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	0.8837212778783343
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	0.8791816065384626
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	0.8926836653376731
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	0.8934354854537965
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	0.8652466316166532
strain_sample_28-kraken2_GTDBr202RefSeqV205-1.00	0.8673959166546673
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.40	0.6116397729515289
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.35	0.6048841124354695
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.30	0.5985689832211599
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.25	0.5925756249939028
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.15	0.5836942158384824
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	0.8656916933456297
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.20	0.5880947944123339
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.05	0.5824844051211664
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.10	0.5810079762759951
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.00	0.593542477351823
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.45	0.6187076738838426
mouse_sample_32-kraken2_GTDBr202RefSeqV205-1.00	0.7219000649001802
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.85	0.6716635895489526
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.65	0.6462017552165118
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.55	0.631762515233876
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.50	0.6246083517683089
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.60	0.6390281246477855
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.90	0.6801251095728709
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.95	0.6942605445319349
