Sample name	McIntosh's evenness
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.31919165931465654
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.3208749623909554
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.31814312423013746
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.3164601706616349
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.3188131999571492
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.3027408140073192
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.31846929412882236
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.31686809397265303
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.3240511850718683
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.31433350155800965
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.31711329749939354
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.27962559194073233
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.33555282479130266
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.33299065760193136
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.3318045875078324
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.3277653022472374
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.34309996700821244
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.34585468529967184
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.33839567733072345
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.3416602591994736
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.4608892382371935
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.3444896394742161
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.44481806504058163
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.42086871884305066
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.43503856954675973
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.46993251506319006
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.4456011245290733
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.47169196574615607
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.40584573476016506
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.41518783907256346
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.46389808828360407
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.4690604803172914
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.3886662639675866
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.4551639638788972
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.39674125560020207
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.4256111817653978
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.37407416310953007
