Sample name	Shannon diversity
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.25	3.380343721505936
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.35	3.339577149234229
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.30	3.3627392237507596
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.15	3.474335802835545
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.40	3.324467246147727
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.20	3.397000795334182
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.45	3.309163071296238
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.10	3.52420909496159
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.00	3.661723931822228
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.05	3.6150029133085475
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.75	3.1582320608438685
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.95	3.0429714150123517
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.70	3.1805261497227173
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.65	3.2325439539772822
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.85	3.106302872943399
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.55	3.2684184418791844
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.60	3.2479682858187884
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.50	3.29025050011949
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.90	3.068568544233485
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-0.80	3.121378549379374
HMP_even_illum_SRR172902-kraken2_refseqV205_proportions-1.00	2.995783919495782
ZymoMock-kraken2_refseqV205_proportions-0.30	2.7400161117688713
ZymoMock-kraken2_refseqV205_proportions-0.40	2.62986864795225
ZymoMock-kraken2_refseqV205_proportions-0.25	2.725216620437107
ZymoMock-kraken2_refseqV205_proportions-0.20	2.7361705823865576
ZymoMock-kraken2_refseqV205_proportions-0.35	2.633089710306325
ZymoMock-kraken2_refseqV205_proportions-0.10	2.764349903326113
ZymoMock-kraken2_refseqV205_proportions-0.15	2.7543961502159684
ZymoMock-kraken2_refseqV205_proportions-0.05	2.8126769819829014
ZymoMock-kraken2_refseqV205_proportions-0.00	2.9320181699195182
ZymoMock-kraken2_refseqV205_proportions-0.80	2.4459950919184252
ZymoMock-kraken2_refseqV205_proportions-0.55	2.6143011414909165
ZymoMock-kraken2_refseqV205_proportions-0.85	2.435351095698597
ZymoMock-kraken2_refseqV205_proportions-0.45	2.636954101762773
ZymoMock-kraken2_refseqV205_proportions-0.70	2.567020388832879
ZymoMock-kraken2_refseqV205_proportions-0.60	2.593083819769358
ZymoMock-kraken2_refseqV205_proportions-0.50	2.62367593435231
ZymoMock-kraken2_refseqV205_proportions-0.65	2.5810342672576194
ZymoMock-kraken2_refseqV205_proportions-0.90	2.4219056513810022
ZymoMock-kraken2_refseqV205_proportions-0.75	2.5383947909486198
ZymoMock-kraken2_refseqV205_proportions-0.95	2.3840289544255144
BioPool-kraken2_refseqV205_proportions-0.25	3.223133798924772
BioPool-kraken2_refseqV205_proportions-0.35	3.0698677002335093
BioPool-kraken2_refseqV205_proportions-0.20	3.269065687328923
ZymoMock-kraken2_refseqV205_proportions-1.00	2.297449197551773
BioPool-kraken2_refseqV205_proportions-0.15	3.3535772830713966
BioPool-kraken2_refseqV205_proportions-0.30	3.1262268971023315
BioPool-kraken2_refseqV205_proportions-0.10	3.4157109672208192
BioPool-kraken2_refseqV205_proportions-0.05	3.5032457620529387
BioPool-kraken2_refseqV205_proportions-0.00	3.8592459314903054
BioPool-kraken2_refseqV205_proportions-0.55	2.706555662978912
BioPool-kraken2_refseqV205_proportions-0.65	2.592917752444872
BioPool-kraken2_refseqV205_proportions-0.75	2.4695905231666653
BioPool-kraken2_refseqV205_proportions-0.60	2.651524549759736
BioPool-kraken2_refseqV205_proportions-0.85	2.355644389643254
BioPool-kraken2_refseqV205_proportions-0.40	3.137123973906827
BioPool-kraken2_refseqV205_proportions-0.50	2.8593937662700775
BioPool-kraken2_refseqV205_proportions-0.80	2.397184780024573
BioPool-kraken2_refseqV205_proportions-0.70	2.5317131138618554
BioPool-kraken2_refseqV205_proportions-0.45	3.0219435080134507
BioPool-kraken2_refseqV205_proportions-0.95	2.1677823693733638
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.30	2.998613230514212
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.25	3.0420097397508337
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.10	3.2144961554521556
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.15	3.146136935107487
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.20	3.084737536354969
BioPool-kraken2_refseqV205_proportions-0.90	2.267281247700477
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.05	3.4044514406555444
BioPool-kraken2_refseqV205_proportions-1.00	2.111458496418208
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.00	3.8654397869436377
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.60	2.682162013131696
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.65	2.6029552504100897
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.75	2.3965392809188986
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.40	2.9097317153929296
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.80	2.290929375452984
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.55	2.752205174590746
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.35	2.9547559929667933
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.50	2.8130452307817797
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.45	2.864509940395362
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.70	2.5155009025687876
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.25	2.27278428607214
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.95	1.9731101172297585
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.85	2.1912365018731617
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-1.00	1.2804617867592425
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.20	2.4391043238335026
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.15	2.6048653731326015
HMP_even_454_SRR072233-kraken2_refseqV205_proportions-0.90	2.1005060677295937
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.10	2.886479109652425
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.05	3.1013245660435835
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.00	3.5644488954054814
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.65	2.0690600862968958
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.55	2.0591411404327946
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.45	1.9978332832402745
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.75	2.037499501494598
ABRF_MGRG_1ng-kraken2_refseqV205_proportions-0.50	2.040046391011795
