Sample name	Shannon diversity
HMP_even_illum_SRR172902-kraken2_refseqV205-0.25	3.44481318098139
HMP_even_illum_SRR172902-kraken2_refseqV205-0.20	3.4488055290540984
HMP_even_illum_SRR172902-kraken2_refseqV205-0.30	3.431587612181981
HMP_even_illum_SRR172902-kraken2_refseqV205-0.15	3.5201984956976253
HMP_even_illum_SRR172902-kraken2_refseqV205-0.45	3.3874181932641028
HMP_even_illum_SRR172902-kraken2_refseqV205-0.40	3.4005021024954756
HMP_even_illum_SRR172902-kraken2_refseqV205-0.35	3.411534356129127
HMP_even_illum_SRR172902-kraken2_refseqV205-0.10	3.473637449502383
HMP_even_illum_SRR172902-kraken2_refseqV205-0.05	3.5465218753043435
HMP_even_illum_SRR172902-kraken2_refseqV205-0.00	3.5638854548813317
HMP_even_illum_SRR172902-kraken2_refseqV205-0.80	3.230848566545012
HMP_even_illum_SRR172902-kraken2_refseqV205-0.95	3.125850460902482
HMP_even_illum_SRR172902-kraken2_refseqV205-0.55	3.3531399645604014
HMP_even_illum_SRR172902-kraken2_refseqV205-0.60	3.3356985670708257
HMP_even_illum_SRR172902-kraken2_refseqV205-0.90	3.160039770266386
HMP_even_illum_SRR172902-kraken2_refseqV205-0.65	3.3232463146002122
HMP_even_illum_SRR172902-kraken2_refseqV205-0.75	3.2647879984074644
HMP_even_illum_SRR172902-kraken2_refseqV205-0.85	3.21445292939931
HMP_even_illum_SRR172902-kraken2_refseqV205-0.50	3.370859205955405
HMP_even_illum_SRR172902-kraken2_refseqV205-0.70	3.283354470572487
HMP_even_illum_SRR172902-kraken2_refseqV205-1.00	3.0652155052320857
ZymoMock-kraken2_refseqV205-0.35	2.672962729067403
ZymoMock-kraken2_refseqV205-0.40	2.6619947303519735
ZymoMock-kraken2_refseqV205-0.30	2.7642196662098537
ZymoMock-kraken2_refseqV205-0.25	2.754308997278944
ZymoMock-kraken2_refseqV205-0.15	2.7787740751397414
ZymoMock-kraken2_refseqV205-0.10	2.7847706832499575
ZymoMock-kraken2_refseqV205-0.20	2.769236773194468
ZymoMock-kraken2_refseqV205-0.05	2.8304292573070584
ZymoMock-kraken2_refseqV205-0.00	2.9450896811027123
ZymoMock-kraken2_refseqV205-0.75	2.5538400685030385
ZymoMock-kraken2_refseqV205-0.60	2.620486893209261
ZymoMock-kraken2_refseqV205-0.70	2.5875493401289367
ZymoMock-kraken2_refseqV205-0.55	2.639409009221802
ZymoMock-kraken2_refseqV205-0.85	2.4500331664551838
ZymoMock-kraken2_refseqV205-0.50	2.6514137649557594
ZymoMock-kraken2_refseqV205-0.80	2.4691163580612776
ZymoMock-kraken2_refseqV205-0.45	2.6623045790142674
ZymoMock-kraken2_refseqV205-0.90	2.424375353710586
ZymoMock-kraken2_refseqV205-0.65	2.6045300213407607
BioPool-kraken2_refseqV205-0.15	3.147725890395026
ZymoMock-kraken2_refseqV205-1.00	2.3066800167113253
BioPool-kraken2_refseqV205-0.30	2.9067742300615818
BioPool-kraken2_refseqV205-0.35	2.837600539909726
BioPool-kraken2_refseqV205-0.25	3.009910791073188
ZymoMock-kraken2_refseqV205-0.95	2.378401067911965
BioPool-kraken2_refseqV205-0.20	3.0697784863242
BioPool-kraken2_refseqV205-0.05	3.248145479888983
BioPool-kraken2_refseqV205-0.10	3.182024258268459
BioPool-kraken2_refseqV205-0.00	3.508439597551225
BioPool-kraken2_refseqV205-0.65	2.317122235820339
BioPool-kraken2_refseqV205-0.50	2.599868781205772
BioPool-kraken2_refseqV205-0.60	2.3849576978491567
BioPool-kraken2_refseqV205-0.80	2.109473319087939
BioPool-kraken2_refseqV205-0.75	2.179944174882163
BioPool-kraken2_refseqV205-0.70	2.2483762810330346
BioPool-kraken2_refseqV205-0.55	2.4506370267238804
BioPool-kraken2_refseqV205-0.85	2.0633639972834783
BioPool-kraken2_refseqV205-0.40	2.872244341837219
BioPool-kraken2_refseqV205-0.45	2.754428893004165
HMP_even_454_SRR072233-kraken2_refseqV205-0.10	3.3082284910859396
BioPool-kraken2_refseqV205-0.90	1.9623466692550917
BioPool-kraken2_refseqV205-1.00	1.7589663210822446
HMP_even_454_SRR072233-kraken2_refseqV205-0.05	3.4661752263292476
HMP_even_454_SRR072233-kraken2_refseqV205-0.15	3.244549987304461
HMP_even_454_SRR072233-kraken2_refseqV205-0.30	3.096144777649724
HMP_even_454_SRR072233-kraken2_refseqV205-0.20	3.1851913314800147
BioPool-kraken2_refseqV205-0.95	1.8621337800759574
HMP_even_454_SRR072233-kraken2_refseqV205-0.25	3.1405640459857267
HMP_even_454_SRR072233-kraken2_refseqV205-0.00	3.8744365938237766
HMP_even_454_SRR072233-kraken2_refseqV205-0.40	3.00521549547834
HMP_even_454_SRR072233-kraken2_refseqV205-0.50	2.9040384108001316
HMP_even_454_SRR072233-kraken2_refseqV205-0.45	2.957908071482462
HMP_even_454_SRR072233-kraken2_refseqV205-0.80	2.342260080335996
HMP_even_454_SRR072233-kraken2_refseqV205-0.60	2.764917658909755
HMP_even_454_SRR072233-kraken2_refseqV205-0.75	2.4577437704602727
HMP_even_454_SRR072233-kraken2_refseqV205-0.70	2.587378622545692
HMP_even_454_SRR072233-kraken2_refseqV205-0.55	2.8389551151716694
HMP_even_454_SRR072233-kraken2_refseqV205-0.65	2.6793514414781123
HMP_even_454_SRR072233-kraken2_refseqV205-0.35	3.051799319852034
HMP_even_454_SRR072233-kraken2_refseqV205-0.85	2.224456663632327
ABRF_MGRG_1ng-kraken2_refseqV205-0.25	2.2935961560852953
ABRF_MGRG_1ng-kraken2_refseqV205-0.15	2.6309640265922196
ABRF_MGRG_1ng-kraken2_refseqV205-0.20	2.4546437050267964
HMP_even_454_SRR072233-kraken2_refseqV205-0.95	1.9480245106670537
HMP_even_454_SRR072233-kraken2_refseqV205-0.90	2.1088675333139264
HMP_even_454_SRR072233-kraken2_refseqV205-1.00	1.2692088141649103
ABRF_MGRG_1ng-kraken2_refseqV205-0.10	2.8913519860548997
ABRF_MGRG_1ng-kraken2_refseqV205-0.05	3.0410636387656282
ABRF_MGRG_1ng-kraken2_refseqV205-0.00	3.2551439598525347
ABRF_MGRG_1ng-kraken2_refseqV205-0.55	2.03139910433089
ABRF_MGRG_1ng-kraken2_refseqV205-0.60	2.005804947107354
ABRF_MGRG_1ng-kraken2_refseqV205-0.70	1.9559068378947626
ABRF_MGRG_1ng-kraken2_refseqV205-0.65	1.9984879382790002
ABRF_MGRG_1ng-kraken2_refseqV205-0.45	2.0156998925379397
ABRF_MGRG_1ng-kraken2_refseqV205-0.35	2.070456446273856
ABRF_MGRG_1ng-kraken2_refseqV205-0.40	2.00713111919862
ABRF_MGRG_1ng-kraken2_refseqV205-0.50	2.0329217331449865
ABRF_MGRG_1ng-kraken2_refseqV205-0.30	2.1223487183718284
ABRF_MGRG_1ng-kraken2_refseqV205-0.75	1.9452414196201617
ABRF_MGRG_1ng-kraken2_refseqV205-0.80	1.9107926952837717
ABRF_MGRG_1ng-kraken2_refseqV205-0.90	1.8843025132416025
ABRF_MGRG_1ng-kraken2_refseqV205-0.85	1.9045992722632585
ABRF_MGRG_1ng-kraken2_refseqV205-1.00	1.7950251946542053
ABRF_MGRG_1ng-kraken2_refseqV205-0.95	1.790958517954434
JGI_SRR033549-kraken2_refseqV205-0.10	2.7905081036751125
JGI_SRR033549-kraken2_refseqV205-0.20	2.7300300130743747
JGI_SRR033549-kraken2_refseqV205-0.15	2.795850582814841
JGI_SRR033549-kraken2_refseqV205-0.05	3.0547628273257517
JGI_SRR033549-kraken2_refseqV205-0.00	3.404756727717026
JGI_SRR033549-kraken2_refseqV205-0.30	2.574206957426724
JGI_SRR033549-kraken2_refseqV205-0.60	2.197613454167023
JGI_SRR033549-kraken2_refseqV205-0.65	2.1639287544273773
JGI_SRR033549-kraken2_refseqV205-0.25	2.6056183846272174
JGI_SRR033549-kraken2_refseqV205-0.50	2.4977617657180238
JGI_SRR033549-kraken2_refseqV205-0.55	2.4671093569767706
JGI_SRR033549-kraken2_refseqV205-0.45	2.5224838307982296
JGI_SRR033549-kraken2_refseqV205-0.40	2.538280769673031
JGI_SRR033549-kraken2_refseqV205-0.35	2.553523455828606
JGI_SRR033549-kraken2_refseqV205-0.70	2.1221134299131634
JGI_SRR033548-kraken2_refseqV205-0.05	2.867726243494796
JGI_SRR033549-kraken2_refseqV205-0.75	2.0679518533037817
JGI_SRR033549-kraken2_refseqV205-0.90	2.101955571213445
JGI_SRR033548-kraken2_refseqV205-0.15	2.6060055955113395
JGI_SRR033549-kraken2_refseqV205-0.95	2.0300882366777344
JGI_SRR033549-kraken2_refseqV205-0.80	1.9955949799247645
JGI_SRR033549-kraken2_refseqV205-0.85	1.9801947233270416
JGI_SRR033548-kraken2_refseqV205-0.10	2.626430512701648
JGI_SRR033549-kraken2_refseqV205-1.00	1.413945076173023
