File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
RefSeqV205_Complete_100GB_Carma_eval_carma_0.40,0.63,1.77,0:01.39,9662056, 12 ,172%
RefSeqV205_Complete_100GB_ani97_cLOW_stTrue_r5_0.30,144.31,27.43,0:21.52,97924392, 12 ,798%
RefSeqV205_Complete_100GB_ani99_cHIGH_stFalse_r5_0.40,135.01,25.54,0:20.00,97973556, 12 ,802%
RefSeqV205_Complete_100GB_ani100_cLOW_stFalse_r7_0.60,130.71,22.32,0:18.26,96742268, 12 ,837%
RefSeqV205_Complete_100GB_Huttenhower_HC1_0.60,5.97,11.70,0:05.50,61329572, 12 ,321%
RefSeqV205_Complete_100GB_ani100_cHIGH_stTrue_r0_0.20,127.90,23.01,0:18.17,97864652, 12 ,830%
RefSeqV205_Complete_100GB_ani97_cHIGH_stTrue_r3_0.70,145.65,28.59,0:22.14,98008512, 12 ,786%
RefSeqV205_Complete_100GB_RH_S004__insert_270_0.30,866.35,47.00,1:21.91,98071712, 12 ,1114%
RefSeqV205_Complete_100GB_ani97_cLOW_stFalse_r4_0.30,136.67,24.42,0:19.72,91928672, 12 ,816%
RefSeqV205_Complete_100GB_MGRG_nanopore_b9.fail.2d_0.20,0.17,0.05,0:00.12,344312, 12 ,179%
RefSeqV205_Complete_100GB_Huttenhower_LC2_0.70,1.54,4.02,0:01.97,20200192, 12 ,282%
RefSeqV205_Complete_100GB_ani100_cHIGH_stFalse_r1_0.35,131.12,19.23,0:16.39,73302048, 12 ,917%
RefSeqV205_Complete_100GB_ani95_cLOW_stFalse_r9_0.35,132.66,23.50,0:18.73,96959152, 12 ,833%
RefSeqV205_Complete_100GB_ABRF_MGRG_Half_0.20,31.12,4.68,0:03.77,8669928, 12 ,948%
RefSeqV205_Complete_100GB_ani100_cLOW_stTrue_r4_0.60,130.20,21.90,0:18.37,97084936, 12 ,827%
RefSeqV205_Complete_100GB_ani95_cLOW_stTrue_r7_0.20,127.86,23.14,0:18.25,96860656, 12 ,827%
RefSeqV205_Complete_100GB_ani97_cHIGH_stFalse_r7_0.50,139.04,26.38,0:20.70,98001876, 12 ,798%
RefSeqV205_Complete_100GB_ani99_cLOW_stTrue_r0_0.55,147.69,27.94,0:21.83,97678700, 12 ,804%
RefSeqV205_Complete_100GB_ABRF_MGRG_10ng_0.95,35.82,5.32,0:04.11,6275220, 12 ,999%
RefSeqV205_Complete_100GB_UnAmbiguouslyMapped_ds.7_0.20,33.24,17.90,0:09.81,94282088, 12 ,521%
RefSeqV205_Complete_100GB_ani100_cLOW_stFalse_r8_0.60,129.85,21.67,0:18.03,94769768, 12 ,840%
RefSeqV205_Complete_100GB_ani95_cLOW_stFalse_r6_0.35,129.80,21.49,0:17.93,94635284, 12 ,843%
RefSeqV205_Complete_100GB_RM1_S002__insert_5000_0.00,303.73,28.87,0:39.21,98687732, 12 ,848%
RefSeqV205_Complete_100GB_MGRG_nanopore_b1.pass.2d_0.55,0.18,0.06,0:00.10,199856, 12 ,228%
RefSeqV205_Complete_100GB_MGRG_nanopore_b7.pass.2d_0.70,0.29,0.32,0:00.45,1666124, 12 ,136%
RefSeqV205_Complete_100GB_NegControl_MH2_0.75,6.27,12.89,0:05.94,69109336, 12 ,322%
RefSeqV205_Complete_100GB_ani95_cLOW_stTrue_r8_0.20,126.45,22.93,0:17.98,97161196, 12 ,830%
RefSeqV205_Complete_100GB_ani97_cHIGH_stFalse_r8_0.50,137.81,27.63,0:21.08,98001888, 12 ,784%
RefSeqV205_Complete_100GB_MGRG_nanopore_b8.fail.2d_0.60,0.61,2.07,0:01.23,10793888, 12 ,218%
RefSeqV205_Complete_100GB_ani99_cHIGH_stTrue_r4_0.60,133.85,25.54,0:19.79,98011588, 12 ,805%
RefSeqV205_Complete_100GB_ani99_cLOW_stFalse_r3_0.20,139.93,26.69,0:20.80,95900508, 12 ,800%
RefSeqV205_Complete_100GB_Raiphy_eval_RAIphy_0.40,7.79,10.27,0:05.10,55275108, 12 ,353%
RefSeqV205_Complete_100GB_Huttenhower_LC6_0.65,1.46,3.82,0:01.86,18996104, 12 ,282%
RefSeqV205_Complete_100GB_ani100_cHIGH_stFalse_r5_0.20,132.06,22.56,0:18.32,95049024, 12 ,843%
RefSeqV205_Complete_100GB_ani99_cLOW_stFalse_r8_0.35,137.63,25.70,0:20.14,96133216, 12 ,810%
RefSeqV205_Complete_100GB_BMI_bmi_reads_0.45,33.86,20.91,0:11.33,97677680, 12 ,483%
RefSeqV205_Complete_100GB_ani100_cLOW_stTrue_r0_0.75,130.71,22.70,0:18.60,95046376, 12 ,824%
RefSeqV205_Complete_100GB_ani97_cHIGH_stFalse_r3_0.45,139.16,26.82,0:21.19,97975508, 12 ,783%
RefSeqV205_Complete_100GB_ani95_cLOW_stTrue_r3_0.35,125.41,22.58,0:18.10,96751004, 12 ,817%
RefSeqV205_Complete_100GB_ani97_cLOW_stTrue_r1_0.25,136.16,26.73,0:20.65,97448092, 12 ,788%
RefSeqV205_Complete_100GB_RL_S001__insert_270_0.95,838.78,42.91,1:18.99,98052492, 12 ,1116%
RefSeqV205_Complete_100GB_ani99_cHIGH_stFalse_r1_0.55,141.02,27.25,0:21.25,97701164, 12 ,791%
RefSeqV205_Complete_100GB_ani97_cLOW_stTrue_r3_1.00,136.40,26.08,0:20.05,97494864, 12 ,810%
RefSeqV205_Complete_100GB_ani100_cLOW_stFalse_r3_0.75,137.41,23.97,0:19.47,96562120, 12 ,828%
RefSeqV205_Complete_100GB_RH_S001__insert_270_0.90,888.63,42.64,1:23.88,98039208, 12 ,1110%
RefSeqV205_Complete_100GB_ani97_cLOW_stFalse_r2_1.00,136.48,25.52,0:20.21,95261196, 12 ,801%
RefSeqV205_Complete_100GB_ani100_cHIGH_stTrue_r4_0.35,127.09,23.53,0:18.57,97971240, 12 ,810%
RefSeqV205_Complete_100GB_ani97_cHIGH_stTrue_r7_0.65,140.44,26.67,0:20.98,98007516, 12 ,796%
RefSeqV205_Complete_100GB_UnAmbiguouslyMapped_ds.gut_0.00,3.54,3.64,0:02.13,20037640, 12 ,337%
RefSeqV205_Complete_100GB_RM2_S001__insert_270_0.15,860.32,45.09,1:21.10,98149092, 12 ,1116%
RefSeqV205_Complete_100GB_ani97_cLOW_stFalse_r0_0.25,136.63,26.80,0:20.52,96284448, 12 ,796%
RefSeqV205_Complete_100GB_UnAmbiguouslyMapped_ds.hous1_1.00,4.84,6.30,0:03.07,35618836, 12 ,362%
RefSeqV205_Complete_100GB_ani95_cLOW_stFalse_r2_0.20,130.48,23.33,0:18.54,94286816, 12 ,829%
RefSeqV205_Complete_100GB_RM2_S002__insert_270_0.75,877.22,43.88,1:22.67,98037988, 12 ,1114%
RefSeqV205_Complete_100GB_ani99_cHIGH_stTrue_r0_0.75,136.70,26.59,0:20.55,97985172, 12 ,794%
RefSeqV205_Complete_100GB_ani99_cLOW_stFalse_r7_0.35,139.35,25.04,0:20.37,94177604, 12 ,806%
RefSeqV205_Complete_100GB_ani99_cLOW_stTrue_r4_0.40,142.91,26.38,0:20.71,96643072, 12 ,817%
RefSeqV205_Complete_100GB_NegControl_LM_0.65,6.19,13.29,0:06.13,69148788, 12 ,317%
RefSeqV205_Complete_100GB_ani97_cHIGH_stTrue_r8_0.65,144.00,28.20,0:21.54,98019116, 12 ,799%
RefSeqV205_Complete_100GB_ani97_cLOW_stFalse_r9_0.00,152.52,31.39,0:39.95,94497520, 12 ,460%
RefSeqV205_Complete_100GB_ani95_cLOW_stFalse_r3_0.85,131.38,22.37,0:18.31,95295056, 12 ,839%
RefSeqV205_Complete_100GB_ani99_cHIGH_stFalse_r8_0.70,137.99,26.47,0:20.47,97926132, 12 ,803%
RefSeqV205_Complete_100GB_ani99_cLOW_stFalse_r6_0.90,135.44,25.00,0:19.74,96619588, 12 ,812%
RefSeqV205_Complete_100GB_ani99_cLOW_stTrue_r2_0.65,138.73,24.91,0:19.93,94334976, 12 ,820%
RefSeqV205_Complete_100GB_UnAmbiguouslyMapped_ds.frankengenome_0.20,6.20,8.32,0:04.03,51513816, 12 ,360%
RefSeqV205_Complete_100GB_ani97_cLOW_stTrue_r8_0.00,142.87,29.07,0:37.69,98228480, 12 ,456%
RefSeqV205_Complete_100GB_ani100_cLOW_stTrue_r9_0.50,132.11,23.04,0:18.88,97080892, 12 ,821%
RefSeqV205_Complete_100GB_ani99_cHIGH_stTrue_r6_0.50,137.32,26.22,0:20.36,98008124, 12 ,803%
RefSeqV205_Complete_100GB_ani99_cLOW_stFalse_r1_0.10,137.57,25.21,0:20.07,95997480, 12 ,810%
RefSeqV205_Complete_100GB_ani95_cLOW_stFalse_r4_0.05,132.99,22.55,0:18.94,96308272, 12 ,821%
RefSeqV205_Complete_100GB_UnAmbiguouslyMapped_ds.nycsm_0.35,3.32,3.73,0:01.88,21627480, 12 ,374%
RefSeqV205_Complete_100GB_ani100_cLOW_stFalse_r5_0.50,134.70,23.22,0:18.89,93918192, 12 ,836%
RefSeqV205_Complete_100GB_ani100_cHIGH_stTrue_r2_0.10,127.44,22.45,0:18.05,98046112, 12 ,830%
RefSeqV205_Complete_100GB_ani97_cHIGH_stTrue_r1_0.40,133.99,26.27,0:19.92,98009084, 12 ,804%
RefSeqV205_Complete_100GB_ani100_cHIGH_stFalse_r4_0.85,131.46,22.38,0:18.03,92556148, 12 ,853%
RefSeqV205_Complete_100GB_ani97_cLOW_stFalse_r6_0.00,148.84,30.13,0:35.38,97015924, 12 ,505%
RefSeqV205_Complete_100GB_ani97_cLOW_stTrue_r7_0.00,150.18,31.45,0:29.01,97823072, 12 ,626%
RefSeqV205_Complete_100GB_ani95_cLOW_stTrue_r2_0.90,125.29,24.11,0:19.77,96385428, 12 ,755%
RefSeqV205_Complete_100GB_MGRG_nanopore_b4.fail.2d_0.80,0.27,0.43,0:00.56,2285888, 12 ,124%
